dataset,algorithm,k,d,trial,step,instantaneous_loss,cumulative_loss,n_leaves,elapsed_s
MNIST,FTRL,10,50,0,1361,0.107631,345.880905,1,0.219
MNIST,FTRL,10,50,0,1362,0.290242,346.171147,1,0.219
MNIST,FTRL,10,50,0,1363,0.344388,346.515535,1,0.220
MNIST,FTRL,10,50,0,1364,0.172895,346.688430,1,0.220
MNIST,FTRL,10,50,0,1365,0.258785,346.947216,1,0.220
MNIST,FTRL,10,50,0,1366,0.227448,347.174664,1,0.220
MNIST,FTRL,10,50,0,1367,0.286356,347.461020,1,0.220
MNIST,FTRL,10,50,0,1368,0.331939,347.792960,1,0.220
MNIST,FTRL,10,50,0,1369,0.241590,348.034550,1,0.220
MNIST,FTRL,10,50,0,1370,0.196355,348.230905,1,0.221
MNIST,FTRL,10,50,0,1371,0.353644,348.584549,1,0.221
MNIST,FTRL,10,50,0,1372,0.217270,348.801819,1,0.221
MNIST,FTRL,10,50,0,1373,0.127910,348.929729,1,0.221
MNIST,FTRL,10,50,0,1374,0.283457,349.213186,1,0.221
MNIST,FTRL,10,50,0,1375,0.236839,349.450025,1,0.221
MNIST,FTRL,10,50,0,1376,0.236439,349.686464,1,0.221
MNIST,FTRL,10,50,0,1377,0.290906,349.977370,1,0.222
MNIST,FTRL,10,50,0,1378,0.188372,350.165742,1,0.222
MNIST,FTRL,10,50,0,1379,0.146022,350.311764,1,0.222
MNIST,FTRL,10,50,0,1380,0.391627,350.703390,1,0.222
MNIST,FTRL,10,50,0,1381,0.191599,350.894989,1,0.222
MNIST,FTRL,10,50,0,1382,0.111295,351.006283,1,0.222
MNIST,FTRL,10,50,0,1383,0.261438,351.267721,1,0.223
MNIST,FTRL,10,50,0,1384,0.243409,351.511130,1,0.223
MNIST,FTRL,10,50,0,1385,0.221426,351.732556,1,0.223
MNIST,FTRL,10,50,0,1386,0.183884,351.916440,1,0.223
MNIST,FTRL,10,50,0,1387,0.238680,352.155119,1,0.223
MNIST,FTRL,10,50,0,1388,0.141437,352.296556,1,0.224
MNIST,FTRL,10,50,0,1389,0.255982,352.552538,1,0.224
MNIST,FTRL,10,50,0,1390,0.165735,352.718273,1,0.224
MNIST,FTRL,10,50,0,1391,0.244263,352.962537,1,0.224
MNIST,FTRL,10,50,0,1392,0.199323,353.161860,1,0.224
MNIST,FTRL,10,50,0,1393,0.235429,353.397289,1,0.224
MNIST,FTRL,10,50,0,1394,0.175367,353.572656,1,0.225
MNIST,FTRL,10,50,0,1395,0.185525,353.758181,1,0.225
MNIST,FTRL,10,50,0,1396,0.360199,354.118380,1,0.225
MNIST,FTRL,10,50,0,1397,0.354735,354.473115,1,0.225
MNIST,FTRL,10,50,0,1398,0.158947,354.632063,1,0.225
MNIST,FTRL,10,50,0,1399,0.171595,354.803657,1,0.225
MNIST,FTRL,10,50,0,1400,0.193281,354.996938,1,0.226
MNIST,FTRL,10,50,0,1401,0.284920,355.281858,1,0.226
MNIST,FTRL,10,50,0,1402,0.121537,355.403395,1,0.226
MNIST,FTRL,10,50,0,1403,0.170609,355.574004,1,0.226
MNIST,FTRL,10,50,0,1404,0.178714,355.752718,1,0.226
MNIST,FTRL,10,50,0,1405,0.265454,356.018172,1,0.226
MNIST,FTRL,10,50,0,1406,0.267295,356.285467,1,0.227
MNIST,FTRL,10,50,0,1407,0.307357,356.592823,1,0.227
MNIST,FTRL,10,50,0,1408,0.281870,356.874694,1,0.227
MNIST,FTRL,10,50,0,1409,0.327587,357.202281,1,0.227
MNIST,FTRL,10,50,0,1410,0.284201,357.486482,1,0.227
MNIST,FTRL,10,50,0,1411,0.301928,357.788410,1,0.227
MNIST,FTRL,10,50,0,1412,0.103836,357.892246,1,0.227
MNIST,FTRL,10,50,0,1413,0.299942,358.192187,1,0.228
MNIST,FTRL,10,50,0,1414,0.221643,358.413831,1,0.228
MNIST,FTRL,10,50,0,1415,0.157275,358.571106,1,0.228
MNIST,FTRL,10,50,0,1416,0.210488,358.781594,1,0.228
MNIST,FTRL,10,50,0,1417,0.387335,359.168930,1,0.228
MNIST,FTRL,10,50,0,1418,0.345122,359.514051,1,0.228
MNIST,FTRL,10,50,0,1419,0.197564,359.711615,1,0.229
MNIST,FTRL,10,50,0,1420,0.181517,359.893132,1,0.229
MNIST,FTRL,10,50,0,1421,0.220316,360.113448,1,0.229
MNIST,FTRL,10,50,0,1422,0.134882,360.248329,1,0.229
MNIST,FTRL,10,50,0,1423,0.287465,360.535795,1,0.229
MNIST,FTRL,10,50,0,1424,0.210275,360.746070,1,0.229
MNIST,FTRL,10,50,0,1425,0.348930,361.095000,1,0.230
MNIST,FTRL,10,50,0,1426,0.083591,361.178591,1,0.230
MNIST,FTRL,10,50,0,1427,0.301128,361.479720,1,0.230
MNIST,FTRL,10,50,0,1428,0.186884,361.666603,1,0.230
MNIST,FTRL,10,50,0,1429,0.319177,361.985781,1,0.230
MNIST,FTRL,10,50,0,1430,0.241740,362.227521,1,0.230
MNIST,FTRL,10,50,0,1431,0.257488,362.485009,1,0.230
MNIST,FTRL,10,50,0,1432,0.119196,362.604205,1,0.231
MNIST,FTRL,10,50,0,1433,0.306325,362.910530,1,0.231
MNIST,FTRL,10,50,0,1434,0.526686,363.437216,1,0.231
MNIST,FTRL,10,50,0,1435,0.315119,363.752335,1,0.231
MNIST,FTRL,10,50,0,1436,0.429752,364.182087,1,0.231
MNIST,FTRL,10,50,0,1437,0.338186,364.520274,1,0.231
MNIST,FTRL,10,50,0,1438,0.325317,364.845591,1,0.232
MNIST,FTRL,10,50,0,1439,0.135499,364.981090,1,0.232
MNIST,FTRL,10,50,0,1440,0.081919,365.063009,1,0.232
MNIST,FTRL,10,50,0,1441,0.104350,365.167359,1,0.232
MNIST,FTRL,10,50,0,1442,0.240904,365.408263,1,0.232
MNIST,FTRL,10,50,0,1443,0.293129,365.701392,1,0.232
MNIST,FTRL,10,50,0,1444,0.267033,365.968425,1,0.232
MNIST,FTRL,10,50,0,1445,0.064606,366.033031,1,0.233
MNIST,FTRL,10,50,0,1446,0.351271,366.384302,1,0.233
MNIST,FTRL,10,50,0,1447,0.137236,366.521538,1,0.233
MNIST,FTRL,10,50,0,1448,0.243267,366.764805,1,0.233
MNIST,FTRL,10,50,0,1449,0.102995,366.867800,1,0.233
MNIST,FTRL,10,50,0,1450,0.111054,366.978854,1,0.233
MNIST,FTRL,10,50,0,1451,0.259500,367.238354,1,0.234
MNIST,FTRL,10,50,0,1452,0.198930,367.437284,1,0.234
MNIST,FTRL,10,50,0,1453,0.280763,367.718048,1,0.234
MNIST,FTRL,10,50,0,1454,0.324132,368.042179,1,0.234
MNIST,FTRL,10,50,0,1455,0.171494,368.213674,1,0.234
MNIST,FTRL,10,50,0,1456,0.246154,368.459827,1,0.234
MNIST,FTRL,10,50,0,1457,0.183885,368.643712,1,0.235
MNIST,FTRL,10,50,0,1458,0.167135,368.810847,1,0.235
MNIST,FTRL,10,50,0,1459,0.121506,368.932353,1,0.235
MNIST,FTRL,10,50,0,1460,0.212633,369.144985,1,0.235
MNIST,FTRL,10,50,0,1461,0.223329,369.368315,1,0.235
MNIST,FTRL,10,50,0,1462,0.104877,369.473191,1,0.235
MNIST,FTRL,10,50,0,1463,0.147870,369.621061,1,0.235
MNIST,FTRL,10,50,0,1464,0.257892,369.878953,1,0.236
MNIST,FTRL,10,50,0,1465,0.272014,370.150967,1,0.236
MNIST,FTRL,10,50,0,1466,0.431434,370.582401,1,0.236
MNIST,FTRL,10,50,0,1467,0.274681,370.857082,1,0.236
MNIST,FTRL,10,50,0,1468,0.175361,371.032443,1,0.236
MNIST,FTRL,10,50,0,1469,0.225025,371.257468,1,0.236
MNIST,FTRL,10,50,0,1470,0.066002,371.323470,1,0.237
MNIST,FTRL,10,50,0,1471,0.265062,371.588532,1,0.237
MNIST,FTRL,10,50,0,1472,0.286565,371.875097,1,0.237
MNIST,FTRL,10,50,0,1473,0.301807,372.176904,1,0.237
MNIST,FTRL,10,50,0,1474,0.287574,372.464478,1,0.237
MNIST,FTRL,10,50,0,1475,0.194381,372.658858,1,0.237
MNIST,FTRL,10,50,0,1476,0.346255,373.005113,1,0.237
MNIST,FTRL,10,50,0,1477,0.468722,373.473834,1,0.238
MNIST,FTRL,10,50,0,1478,0.362255,373.836090,1,0.238
MNIST,FTRL,10,50,0,1479,0.268052,374.104142,1,0.238
MNIST,FTRL,10,50,0,1480,0.539942,374.644085,1,0.238
MNIST,FTRL,10,50,0,1481,0.167726,374.811811,1,0.238
MNIST,FTRL,10,50,0,1482,0.376348,375.188159,1,0.238
MNIST,FTRL,10,50,0,1483,0.224771,375.412929,1,0.238
MNIST,FTRL,10,50,0,1484,0.154481,375.567410,1,0.239
MNIST,FTRL,10,50,0,1485,0.238986,375.806396,1,0.239
MNIST,FTRL,10,50,0,1486,0.310587,376.116983,1,0.239
MNIST,FTRL,10,50,0,1487,0.352426,376.469409,1,0.239
MNIST,FTRL,10,50,0,1488,0.542689,377.012098,1,0.239
MNIST,FTRL,10,50,0,1489,0.212259,377.224357,1,0.239
MNIST,FTRL,10,50,0,1490,0.357693,377.582051,1,0.240
MNIST,FTRL,10,50,0,1491,0.244524,377.826574,1,0.240
MNIST,FTRL,10,50,0,1492,0.206820,378.033394,1,0.240
MNIST,FTRL,10,50,0,1493,0.114755,378.148149,1,0.240
MNIST,FTRL,10,50,0,1494,0.196121,378.344270,1,0.240
MNIST,FTRL,10,50,0,1495,0.275788,378.620058,1,0.240
MNIST,FTRL,10,50,0,1496,0.209902,378.829960,1,0.241
MNIST,FTRL,10,50,0,1497,0.386021,379.215982,1,0.241
MNIST,FTRL,10,50,0,1498,0.197994,379.413976,1,0.241
MNIST,FTRL,10,50,0,1499,0.207042,379.621018,1,0.241
MNIST,FTRL,10,50,0,1500,0.225880,379.846898,1,0.241
MNIST,FTRL,10,50,0,1501,0.070332,379.917230,1,0.242
MNIST,FTRL,10,50,0,1502,0.337422,380.254652,1,0.242
MNIST,FTRL,10,50,0,1503,0.387543,380.642195,1,0.242
MNIST,FTRL,10,50,0,1504,0.170706,380.812901,1,0.242
MNIST,FTRL,10,50,0,1505,0.221686,381.034587,1,0.242
MNIST,FTRL,10,50,0,1506,0.212590,381.247177,1,0.242
MNIST,FTRL,10,50,0,1507,0.253307,381.500485,1,0.242
MNIST,FTRL,10,50,0,1508,0.345147,381.845631,1,0.243
MNIST,FTRL,10,50,0,1509,0.270481,382.116113,1,0.243
MNIST,FTRL,10,50,0,1510,0.376808,382.492921,1,0.243
MNIST,FTRL,10,50,0,1511,0.292753,382.785674,1,0.243
MNIST,FTRL,10,50,0,1512,0.174788,382.960462,1,0.243
MNIST,FTRL,10,50,0,1513,0.222802,383.183265,1,0.243
MNIST,FTRL,10,50,0,1514,0.069003,383.252267,1,0.244
MNIST,FTRL,10,50,0,1515,0.212043,383.464310,1,0.244
MNIST,FTRL,10,50,0,1516,0.171275,383.635585,1,0.244
MNIST,FTRL,10,50,0,1517,0.274086,383.909671,1,0.244
MNIST,FTRL,10,50,0,1518,0.235980,384.145652,1,0.244
MNIST,FTRL,10,50,0,1519,0.154680,384.300332,1,0.244
MNIST,FTRL,10,50,0,1520,0.153142,384.453473,1,0.244
MNIST,FTRL,10,50,0,1521,0.243964,384.697438,1,0.245
MNIST,FTRL,10,50,0,1522,0.310514,385.007952,1,0.245
MNIST,FTRL,10,50,0,1523,0.227569,385.235521,1,0.245
MNIST,FTRL,10,50,0,1524,0.297275,385.532796,1,0.245
MNIST,FTRL,10,50,0,1525,0.261149,385.793945,1,0.245
MNIST,FTRL,10,50,0,1526,0.211384,386.005329,1,0.245
MNIST,FTRL,10,50,0,1527,0.138698,386.144027,1,0.246
MNIST,FTRL,10,50,0,1528,0.223973,386.368000,1,0.246
MNIST,FTRL,10,50,0,1529,0.324829,386.692829,1,0.246
MNIST,FTRL,10,50,0,1530,0.313740,387.006569,1,0.246
MNIST,FTRL,10,50,0,1531,0.297227,387.303796,1,0.246
MNIST,FTRL,10,50,0,1532,0.092145,387.395942,1,0.246
MNIST,FTRL,10,50,0,1533,0.361262,387.757203,1,0.247
MNIST,FTRL,10,50,0,1534,0.159675,387.916878,1,0.247
MNIST,FTRL,10,50,0,1535,0.149207,388.066085,1,0.247
MNIST,FTRL,10,50,0,1536,0.060013,388.126098,1,0.247
MNIST,FTRL,10,50,0,1537,0.325427,388.451525,1,0.247
MNIST,FTRL,10,50,0,1538,0.098346,388.549871,1,0.247
MNIST,FTRL,10,50,0,1539,0.330884,388.880756,1,0.247
MNIST,FTRL,10,50,0,1540,0.188690,389.069446,1,0.248
MNIST,FTRL,10,50,0,1541,0.224019,389.293465,1,0.248
MNIST,FTRL,10,50,0,1542,0.127382,389.420846,1,0.248
MNIST,FTRL,10,50,0,1543,0.210255,389.631102,1,0.248
MNIST,FTRL,10,50,0,1544,0.217272,389.848373,1,0.248
MNIST,FTRL,10,50,0,1545,0.133682,389.982055,1,0.248
MNIST,FTRL,10,50,0,1546,0.162360,390.144415,1,0.248
MNIST,FTRL,10,50,0,1547,0.318642,390.463057,1,0.249
MNIST,FTRL,10,50,0,1548,0.232235,390.695292,1,0.249
MNIST,FTRL,10,50,0,1549,0.302933,390.998224,1,0.249
MNIST,FTRL,10,50,0,1550,0.177565,391.175789,1,0.249
MNIST,FTRL,10,50,0,1551,0.270705,391.446494,1,0.249
MNIST,FTRL,10,50,0,1552,0.079327,391.525821,1,0.249
MNIST,FTRL,10,50,0,1553,0.232090,391.757911,1,0.250
MNIST,FTRL,10,50,0,1554,0.285889,392.043800,1,0.250
MNIST,FTRL,10,50,0,1555,0.250806,392.294607,1,0.250
MNIST,FTRL,10,50,0,1556,0.169087,392.463694,1,0.250
MNIST,FTRL,10,50,0,1557,0.323980,392.787673,1,0.250
MNIST,FTRL,10,50,0,1558,0.245758,393.033431,1,0.250
MNIST,FTRL,10,50,0,1559,0.194612,393.228043,1,0.251
MNIST,FTRL,10,50,0,1560,0.390658,393.618701,1,0.251
MNIST,FTRL,10,50,0,1561,0.186803,393.805504,1,0.251
MNIST,FTRL,10,50,0,1562,0.274707,394.080211,1,0.251
MNIST,FTRL,10,50,0,1563,0.204155,394.284367,1,0.251
MNIST,FTRL,10,50,0,1564,0.171657,394.456024,1,0.251
MNIST,FTRL,10,50,0,1565,0.282831,394.738854,1,0.251
MNIST,FTRL,10,50,0,1566,0.241400,394.980254,1,0.252
MNIST,FTRL,10,50,0,1567,0.156018,395.136272,1,0.252
MNIST,FTRL,10,50,0,1568,0.127190,395.263462,1,0.252
MNIST,FTRL,10,50,0,1569,0.164906,395.428368,1,0.252
MNIST,FTRL,10,50,0,1570,0.209328,395.637696,1,0.252
MNIST,FTRL,10,50,0,1571,0.242730,395.880426,1,0.252
MNIST,FTRL,10,50,0,1572,0.469587,396.350013,1,0.253
MNIST,FTRL,10,50,0,1573,0.193552,396.543566,1,0.253
MNIST,FTRL,10,50,0,1574,0.336918,396.880484,1,0.253
MNIST,FTRL,10,50,0,1575,0.413968,397.294452,1,0.253
MNIST,FTRL,10,50,0,1576,0.224835,397.519287,1,0.253
MNIST,FTRL,10,50,0,1577,0.503743,398.023031,1,0.253
MNIST,FTRL,10,50,0,1578,0.250830,398.273861,1,0.253
MNIST,FTRL,10,50,0,1579,0.199173,398.473033,1,0.254
MNIST,FTRL,10,50,0,1580,0.154589,398.627622,1,0.254
MNIST,FTRL,10,50,0,1581,0.162686,398.790309,1,0.254
MNIST,FTRL,10,50,0,1582,0.424679,399.214988,1,0.254
MNIST,FTRL,10,50,0,1583,0.385863,399.600852,1,0.254
MNIST,FTRL,10,50,0,1584,0.071200,399.672052,1,0.254
MNIST,FTRL,10,50,0,1585,0.294974,399.967025,1,0.255
MNIST,FTRL,10,50,0,1586,0.258543,400.225568,1,0.255
MNIST,FTRL,10,50,0,1587,0.186498,400.412066,1,0.255
MNIST,FTRL,10,50,0,1588,0.227821,400.639887,1,0.255
MNIST,FTRL,10,50,0,1589,0.188454,400.828341,1,0.255
MNIST,FTRL,10,50,0,1590,0.271063,401.099404,1,0.255
MNIST,FTRL,10,50,0,1591,0.293585,401.392989,1,0.256
MNIST,FTRL,10,50,0,1592,0.138438,401.531427,1,0.256
MNIST,FTRL,10,50,0,1593,0.232996,401.764423,1,0.256
MNIST,FTRL,10,50,0,1594,0.282291,402.046714,1,0.256
MNIST,FTRL,10,50,0,1595,0.220962,402.267676,1,0.256
MNIST,FTRL,10,50,0,1596,0.258963,402.526639,1,0.256
MNIST,FTRL,10,50,0,1597,0.512749,403.039387,1,0.256
MNIST,FTRL,10,50,0,1598,0.337602,403.376989,1,0.257
MNIST,FTRL,10,50,0,1599,0.193264,403.570253,1,0.257
MNIST,FTRL,10,50,0,1600,0.151210,403.721463,1,0.257
MNIST,FTRL,10,50,0,1601,0.338971,404.060434,1,0.257
MNIST,FTRL,10,50,0,1602,0.318241,404.378675,1,0.257
MNIST,FTRL,10,50,0,1603,0.127376,404.506051,1,0.257
MNIST,FTRL,10,50,0,1604,0.218052,404.724103,1,0.258
MNIST,FTRL,10,50,0,1605,0.203012,404.927114,1,0.258
MNIST,FTRL,10,50,0,1606,0.234164,405.161278,1,0.258
MNIST,FTRL,10,50,0,1607,0.093027,405.254306,1,0.258
MNIST,FTRL,10,50,0,1608,0.248597,405.502903,1,0.258
MNIST,FTRL,10,50,0,1609,0.239703,405.742606,1,0.258
MNIST,FTRL,10,50,0,1610,0.247378,405.989984,1,0.259
MNIST,FTRL,10,50,0,1611,0.223074,406.213058,1,0.259
MNIST,FTRL,10,50,0,1612,0.287620,406.500678,1,0.259
MNIST,FTRL,10,50,0,1613,0.292788,406.793466,1,0.259
MNIST,FTRL,10,50,0,1614,0.175286,406.968752,1,0.259
MNIST,FTRL,10,50,0,1615,0.324050,407.292802,1,0.259
MNIST,FTRL,10,50,0,1616,0.248957,407.541758,1,0.259
MNIST,FTRL,10,50,0,1617,0.375387,407.917145,1,0.260
MNIST,FTRL,10,50,0,1618,0.283022,408.200168,1,0.260
MNIST,FTRL,10,50,0,1619,0.199823,408.399990,1,0.260
MNIST,FTRL,10,50,0,1620,0.203486,408.603476,1,0.260
MNIST,FTRL,10,50,0,1621,0.167946,408.771421,1,0.260
MNIST,FTRL,10,50,0,1622,0.125670,408.897091,1,0.260
MNIST,FTRL,10,50,0,1623,0.172821,409.069912,1,0.261
MNIST,FTRL,10,50,0,1624,0.146366,409.216278,1,0.261
MNIST,FTRL,10,50,0,1625,0.256507,409.472785,1,0.261
MNIST,FTRL,10,50,0,1626,0.110189,409.582975,1,0.261
MNIST,FTRL,10,50,0,1627,0.188330,409.771305,1,0.261
MNIST,FTRL,10,50,0,1628,0.246886,410.018191,1,0.261
MNIST,FTRL,10,50,0,1629,0.338553,410.356744,1,0.261
MNIST,FTRL,10,50,0,1630,0.495746,410.852490,1,0.262
MNIST,FTRL,10,50,0,1631,0.448981,411.301471,1,0.262
MNIST,FTRL,10,50,0,1632,0.248769,411.550240,1,0.262
MNIST,FTRL,10,50,0,1633,0.152758,411.702998,1,0.262
MNIST,FTRL,10,50,0,1634,0.217440,411.920438,1,0.262
MNIST,FTRL,10,50,0,1635,0.112868,412.033306,1,0.262
MNIST,FTRL,10,50,0,1636,0.176337,412.209643,1,0.263
MNIST,FTRL,10,50,0,1637,0.211271,412.420914,1,0.263
MNIST,FTRL,10,50,0,1638,0.163388,412.584302,1,0.263
MNIST,FTRL,10,50,0,1639,0.203694,412.787997,1,0.263
MNIST,FTRL,10,50,0,1640,0.183604,412.971600,1,0.263
MNIST,FTRL,10,50,0,1641,0.318360,413.289960,1,0.263
MNIST,FTRL,10,50,0,1642,0.377840,413.667800,1,0.263
MNIST,FTRL,10,50,0,1643,0.174133,413.841933,1,0.264
MNIST,FTRL,10,50,0,1644,0.371742,414.213675,1,0.264
MNIST,FTRL,10,50,0,1645,0.272944,414.486620,1,0.264
MNIST,FTRL,10,50,0,1646,0.192166,414.678785,1,0.264
MNIST,FTRL,10,50,0,1647,0.319005,414.997790,1,0.264
MNIST,FTRL,10,50,0,1648,0.265348,415.263138,1,0.264
MNIST,FTRL,10,50,0,1649,0.351250,415.614388,1,0.265
MNIST,FTRL,10,50,0,1650,0.130059,415.744447,1,0.265
MNIST,FTRL,10,50,0,1651,0.189976,415.934423,1,0.265
MNIST,FTRL,10,50,0,1652,0.239320,416.173743,1,0.265
MNIST,FTRL,10,50,0,1653,0.083732,416.257474,1,0.265
MNIST,FTRL,10,50,0,1654,0.223618,416.481093,1,0.265
MNIST,FTRL,10,50,0,1655,0.088681,416.569774,1,0.266
MNIST,FTRL,10,50,0,1656,0.292864,416.862637,1,0.266
MNIST,FTRL,10,50,0,1657,0.066966,416.929604,1,0.266
MNIST,FTRL,10,50,0,1658,0.067365,416.996969,1,0.266
MNIST,FTRL,10,50,0,1659,0.335259,417.332227,1,0.266
MNIST,FTRL,10,50,0,1660,0.206385,417.538612,1,0.266
MNIST,FTRL,10,50,0,1661,0.216481,417.755093,1,0.267
MNIST,FTRL,10,50,0,1662,0.231438,417.986531,1,0.267
MNIST,FTRL,10,50,0,1663,0.296153,418.282684,1,0.267
MNIST,FTRL,10,50,0,1664,0.212210,418.494894,1,0.267
MNIST,FTRL,10,50,0,1665,0.310744,418.805638,1,0.267
MNIST,FTRL,10,50,0,1666,0.334813,419.140451,1,0.267
MNIST,FTRL,10,50,0,1667,0.323664,419.464115,1,0.267
MNIST,FTRL,10,50,0,1668,0.160481,419.624596,1,0.268
MNIST,FTRL,10,50,0,1669,0.246622,419.871219,1,0.268
MNIST,FTRL,10,50,0,1670,0.122140,419.993359,1,0.268
MNIST,FTRL,10,50,0,1671,0.283904,420.277263,1,0.268
MNIST,FTRL,10,50,0,1672,0.342498,420.619761,1,0.268
MNIST,FTRL,10,50,0,1673,0.196556,420.816317,1,0.268
MNIST,FTRL,10,50,0,1674,0.431794,421.248111,1,0.269
MNIST,FTRL,10,50,0,1675,0.297055,421.545166,1,0.269
MNIST,FTRL,10,50,0,1676,0.336959,421.882125,1,0.269
MNIST,FTRL,10,50,0,1677,0.237101,422.119226,1,0.269
MNIST,FTRL,10,50,0,1678,0.395304,422.514531,1,0.269
MNIST,FTRL,10,50,0,1679,0.283848,422.798379,1,0.269
MNIST,FTRL,10,50,0,1680,0.214745,423.013124,1,0.269
MNIST,FTRL,10,50,0,1681,0.216014,423.229138,1,0.270
MNIST,FTRL,10,50,0,1682,0.255791,423.484929,1,0.270
MNIST,FTRL,10,50,0,1683,0.181678,423.666607,1,0.270
MNIST,FTRL,10,50,0,1684,0.380725,424.047333,1,0.270
MNIST,FTRL,10,50,0,1685,0.271590,424.318923,1,0.270
MNIST,FTRL,10,50,0,1686,0.512311,424.831234,1,0.270
MNIST,FTRL,10,50,0,1687,0.164357,424.995591,1,0.271
MNIST,FTRL,10,50,0,1688,0.256898,425.252488,1,0.271
MNIST,FTRL,10,50,0,1689,0.203697,425.456185,1,0.271
MNIST,FTRL,10,50,0,1690,0.311872,425.768057,1,0.271
MNIST,FTRL,10,50,0,1691,0.485068,426.253125,1,0.271
MNIST,FTRL,10,50,0,1692,0.116956,426.370082,1,0.271
MNIST,FTRL,10,50,0,1693,0.166848,426.536930,1,0.272
MNIST,FTRL,10,50,0,1694,0.271051,426.807981,1,0.272
MNIST,FTRL,10,50,0,1695,0.232132,427.040113,1,0.272
MNIST,FTRL,10,50,0,1696,0.440380,427.480494,1,0.272
MNIST,FTRL,10,50,0,1697,0.319805,427.800298,1,0.272
MNIST,FTRL,10,50,0,1698,0.296138,428.096436,1,0.272
MNIST,FTRL,10,50,0,1699,0.166697,428.263132,1,0.272
MNIST,FTRL,10,50,0,1700,0.092891,428.356023,1,0.273
MNIST,FTRL,10,50,0,1701,0.467421,428.823444,1,0.273
MNIST,FTRL,10,50,0,1702,0.228280,429.051725,1,0.273
MNIST,FTRL,10,50,0,1703,0.173657,429.225381,1,0.273
MNIST,FTRL,10,50,0,1704,0.049548,429.274930,1,0.273
MNIST,FTRL,10,50,0,1705,0.137567,429.412496,1,0.273
MNIST,FTRL,10,50,0,1706,0.244274,429.656770,1,0.274
MNIST,FTRL,10,50,0,1707,0.136703,429.793473,1,0.274
MNIST,FTRL,10,50,0,1708,0.335709,430.129181,1,0.274
MNIST,FTRL,10,50,0,1709,0.482313,430.611494,1,0.274
MNIST,FTRL,10,50,0,1710,0.390818,431.002312,1,0.274
MNIST,FTRL,10,50,0,1711,0.413724,431.416036,1,0.274
MNIST,FTRL,10,50,0,1712,0.174271,431.590307,1,0.275
MNIST,FTRL,10,50,0,1713,0.388274,431.978581,1,0.275
MNIST,FTRL,10,50,0,1714,0.309101,432.287682,1,0.275
MNIST,FTRL,10,50,0,1715,0.154149,432.441831,1,0.275
MNIST,FTRL,10,50,0,1716,0.315419,432.757250,1,0.275
MNIST,FTRL,10,50,0,1717,0.316274,433.073523,1,0.275
MNIST,FTRL,10,50,0,1718,0.169554,433.243077,1,0.275
MNIST,FTRL,10,50,0,1719,0.358059,433.601136,1,0.276
MNIST,FTRL,10,50,0,1720,0.255558,433.856694,1,0.276
MNIST,FTRL,10,50,0,1721,0.403123,434.259817,1,0.276
MNIST,FTRL,10,50,0,1722,0.158279,434.418097,1,0.276
MNIST,FTRL,10,50,0,1723,0.357710,434.775807,1,0.276
MNIST,FTRL,10,50,0,1724,0.263576,435.039383,1,0.276
MNIST,FTRL,10,50,0,1725,0.281960,435.321344,1,0.277
MNIST,FTRL,10,50,0,1726,0.285271,435.606615,1,0.277
MNIST,FTRL,10,50,0,1727,0.159538,435.766152,1,0.277
MNIST,FTRL,10,50,0,1728,0.468669,436.234822,1,0.277
MNIST,FTRL,10,50,0,1729,0.219290,436.454112,1,0.277
MNIST,FTRL,10,50,0,1730,0.176097,436.630209,1,0.277
MNIST,FTRL,10,50,0,1731,0.177136,436.807345,1,0.277
MNIST,FTRL,10,50,0,1732,0.300267,437.107612,1,0.278
MNIST,FTRL,10,50,0,1733,0.118976,437.226588,1,0.278
MNIST,FTRL,10,50,0,1734,0.285559,437.512147,1,0.278
MNIST,FTRL,10,50,0,1735,0.124709,437.636856,1,0.278
MNIST,FTRL,10,50,0,1736,0.173197,437.810053,1,0.278
MNIST,FTRL,10,50,0,1737,0.232792,438.042845,1,0.278
MNIST,FTRL,10,50,0,1738,0.085398,438.128243,1,0.279
MNIST,FTRL,10,50,0,1739,0.232408,438.360651,1,0.279
MNIST,FTRL,10,50,0,1740,0.440762,438.801413,1,0.279
MNIST,FTRL,10,50,0,1741,0.349251,439.150663,1,0.279
MNIST,FTRL,10,50,0,1742,0.188535,439.339198,1,0.279
MNIST,FTRL,10,50,0,1743,0.292467,439.631665,1,0.279
MNIST,FTRL,10,50,0,1744,0.409583,440.041247,1,0.279
MNIST,FTRL,10,50,0,1745,0.155829,440.197076,1,0.280
MNIST,FTRL,10,50,0,1746,0.255881,440.452957,1,0.280
MNIST,FTRL,10,50,0,1747,0.265249,440.718206,1,0.280
MNIST,FTRL,10,50,0,1748,0.065701,440.783907,1,0.280
MNIST,FTRL,10,50,0,1749,0.370480,441.154386,1,0.280
MNIST,FTRL,10,50,0,1750,0.334220,441.488606,1,0.280
MNIST,FTRL,10,50,0,1751,0.278613,441.767219,1,0.281
MNIST,FTRL,10,50,0,1752,0.127612,441.894831,1,0.281
MNIST,FTRL,10,50,0,1753,0.279464,442.174295,1,0.281
MNIST,FTRL,10,50,0,1754,0.103265,442.277559,1,0.281
MNIST,FTRL,10,50,0,1755,0.361385,442.638945,1,0.281
MNIST,FTRL,10,50,0,1756,0.178752,442.817697,1,0.281
MNIST,FTRL,10,50,0,1757,0.245700,443.063396,1,0.282
MNIST,FTRL,10,50,0,1758,0.223991,443.287387,1,0.282
