dataset,algorithm,k,d,step,instantaneous_loss,cumulative_loss,n_leaves,elapsed_s
CreditCard,FTRL,15,28,0,0.042901,0.042901,1,0.000
CreditCard,FTRL,15,28,1,0.150362,0.193262,1,0.000
CreditCard,FTRL,15,28,2,0.295963,0.489225,1,0.000
CreditCard,FTRL,15,28,3,0.348782,0.838007,1,0.000
CreditCard,FTRL,15,28,4,0.435724,1.273731,1,0.000
CreditCard,FTRL,15,28,5,0.252352,1.526084,1,0.000
CreditCard,FTRL,15,28,6,0.382651,1.908735,1,0.000
CreditCard,FTRL,15,28,7,0.533341,2.442076,1,0.001
CreditCard,FTRL,15,28,8,0.640190,3.082266,1,0.001
CreditCard,FTRL,15,28,9,0.078763,3.161029,1,0.001
CreditCard,FTRL,15,28,10,0.354951,3.515981,1,0.001
CreditCard,FTRL,15,28,11,0.094915,3.610896,1,0.001
CreditCard,FTRL,15,28,12,0.041213,3.652108,1,0.001
CreditCard,FTRL,15,28,13,0.374134,4.026242,1,0.001
CreditCard,FTRL,15,28,14,0.338351,4.364593,1,0.001
CreditCard,FTRL,15,28,15,0.328432,4.693026,1,0.001
CreditCard,FTRL,15,28,16,0.157148,4.850173,1,0.001
CreditCard,FTRL,15,28,17,0.051002,4.901175,1,0.001
CreditCard,FTRL,15,28,18,0.380785,5.281960,1,0.001
CreditCard,FTRL,15,28,19,0.005726,5.287686,1,0.001
CreditCard,FTRL,15,28,20,0.088662,5.376348,1,0.001
CreditCard,FTRL,15,28,21,0.165763,5.542111,1,0.001
CreditCard,FTRL,15,28,22,0.032359,5.574470,1,0.001
CreditCard,FTRL,15,28,23,0.214004,5.788474,1,0.002
CreditCard,FTRL,15,28,24,0.160349,5.948824,1,0.002
CreditCard,FTRL,15,28,25,0.078863,6.027687,1,0.002
CreditCard,FTRL,15,28,26,0.286470,6.314157,1,0.002
CreditCard,FTRL,15,28,27,0.160259,6.474416,1,0.002
CreditCard,FTRL,15,28,28,0.154326,6.628742,1,0.002
CreditCard,FTRL,15,28,29,0.078082,6.706824,1,0.002
CreditCard,FTRL,15,28,30,0.065886,6.772710,1,0.002
CreditCard,FTRL,15,28,31,0.083684,6.856395,1,0.002
CreditCard,FTRL,15,28,32,0.199147,7.055541,1,0.002
CreditCard,FTRL,15,28,33,0.009614,7.065156,1,0.002
CreditCard,FTRL,15,28,34,0.002344,7.067500,1,0.002
CreditCard,FTRL,15,28,35,0.001064,7.068564,1,0.003
CreditCard,FTRL,15,28,36,0.122100,7.190664,1,0.003
CreditCard,FTRL,15,28,37,0.313730,7.504394,1,0.003
CreditCard,FTRL,15,28,38,0.089832,7.594226,1,0.003
CreditCard,FTRL,15,28,39,0.026503,7.620729,1,0.003
CreditCard,FTRL,15,28,40,0.099487,7.720216,1,0.003
CreditCard,FTRL,15,28,41,0.126811,7.847026,1,0.003
CreditCard,FTRL,15,28,42,0.065040,7.912067,1,0.003
CreditCard,FTRL,15,28,43,0.132226,8.044292,1,0.003
CreditCard,FTRL,15,28,44,0.075373,8.119665,1,0.003
CreditCard,FTRL,15,28,45,0.019294,8.138959,1,0.003
CreditCard,FTRL,15,28,46,0.258415,8.397374,1,0.003
CreditCard,FTRL,15,28,47,0.217347,8.614721,1,0.003
CreditCard,FTRL,15,28,48,0.093463,8.708184,1,0.003
CreditCard,FTRL,15,28,49,0.015080,8.723264,1,0.003
CreditCard,FTRL,15,28,50,0.022121,8.745385,1,0.004
CreditCard,FTRL,15,28,51,0.723663,9.469048,1,0.004
CreditCard,FTRL,15,28,52,0.136681,9.605729,1,0.004
CreditCard,FTRL,15,28,53,0.085268,9.690997,1,0.004
CreditCard,FTRL,15,28,54,0.046841,9.737838,1,0.004
CreditCard,FTRL,15,28,55,0.229886,9.967724,1,0.004
CreditCard,FTRL,15,28,56,0.173500,10.141224,1,0.004
CreditCard,FTRL,15,28,57,0.032143,10.173367,1,0.004
CreditCard,FTRL,15,28,58,0.029203,10.202570,1,0.004
CreditCard,FTRL,15,28,59,0.022327,10.224898,1,0.004
CreditCard,FTRL,15,28,60,0.184034,10.408932,1,0.004
CreditCard,FTRL,15,28,61,0.128942,10.537874,1,0.004
CreditCard,FTRL,15,28,62,0.106164,10.644038,1,0.004
CreditCard,FTRL,15,28,63,0.014461,10.658499,1,0.004
CreditCard,FTRL,15,28,64,0.152154,10.810653,1,0.005
CreditCard,FTRL,15,28,65,0.070066,10.880720,1,0.005
CreditCard,FTRL,15,28,66,0.141726,11.022446,1,0.005
CreditCard,FTRL,15,28,67,0.080631,11.103077,1,0.005
CreditCard,FTRL,15,28,68,0.027878,11.130955,1,0.005
