dataset,algorithm,k,d,trial,step,instantaneous_loss,cumulative_loss,n_leaves,elapsed_s
MNIST,OfflineOptimum,10,50,0,33,0.191366,8.423557,1,0.000
MNIST,OfflineOptimum,10,50,0,34,0.174040,8.597597,1,0.000
MNIST,OfflineOptimum,10,50,0,35,0.258970,8.856567,1,0.000
MNIST,OfflineOptimum,10,50,0,36,0.139323,8.995889,1,0.000
MNIST,OfflineOptimum,10,50,0,37,0.381134,9.377023,1,0.000
MNIST,OfflineOptimum,10,50,0,38,0.081481,9.458504,1,0.000
MNIST,OfflineOptimum,10,50,0,39,0.260797,9.719301,1,0.000
MNIST,OfflineOptimum,10,50,0,40,0.234950,9.954251,1,0.000
MNIST,OfflineOptimum,10,50,0,41,0.268193,10.222444,1,0.000
MNIST,OfflineOptimum,10,50,0,42,0.155898,10.378343,1,0.000
MNIST,OfflineOptimum,10,50,0,43,0.232419,10.610761,1,0.000
MNIST,OfflineOptimum,10,50,0,44,0.247432,10.858193,1,0.000
MNIST,OfflineOptimum,10,50,0,45,0.196011,11.054204,1,0.000
MNIST,OfflineOptimum,10,50,0,46,0.218554,11.272758,1,0.000
MNIST,OfflineOptimum,10,50,0,47,0.163018,11.435776,1,0.000
MNIST,OfflineOptimum,10,50,0,48,0.240201,11.675977,1,0.000
MNIST,OfflineOptimum,10,50,0,49,0.252175,11.928152,1,0.000
MNIST,OfflineOptimum,10,50,0,50,0.108873,12.037025,1,0.000
MNIST,OfflineOptimum,10,50,0,51,0.111907,12.148933,1,0.000
MNIST,OfflineOptimum,10,50,0,52,0.262901,12.411833,1,0.000
MNIST,OfflineOptimum,10,50,0,53,0.351894,12.763728,1,0.000
MNIST,OfflineOptimum,10,50,0,54,0.320505,13.084232,1,0.000
MNIST,OfflineOptimum,10,50,0,55,0.254520,13.338752,1,0.000
MNIST,OfflineOptimum,10,50,0,56,0.214643,13.553395,1,0.001
MNIST,OfflineOptimum,10,50,0,57,0.333095,13.886490,1,0.001
MNIST,OfflineOptimum,10,50,0,58,0.169027,14.055517,1,0.001
MNIST,OfflineOptimum,10,50,0,59,0.201713,14.257230,1,0.001
MNIST,OfflineOptimum,10,50,0,60,0.109703,14.366934,1,0.001
MNIST,OfflineOptimum,10,50,0,61,0.192400,14.559334,1,0.001
MNIST,OfflineOptimum,10,50,0,62,0.240996,14.800330,1,0.001
MNIST,OfflineOptimum,10,50,0,63,0.385906,15.186236,1,0.001
MNIST,OfflineOptimum,10,50,0,64,0.277252,15.463488,1,0.001
MNIST,OfflineOptimum,10,50,0,65,0.261450,15.724938,1,0.001
MNIST,OfflineOptimum,10,50,0,66,0.210209,15.935147,1,0.001
MNIST,OfflineOptimum,10,50,0,67,0.129569,16.064716,1,0.001
MNIST,OfflineOptimum,10,50,0,68,0.315630,16.380346,1,0.001
MNIST,OfflineOptimum,10,50,0,69,0.196892,16.577238,1,0.001
MNIST,OfflineOptimum,10,50,0,70,0.124939,16.702177,1,0.001
MNIST,OfflineOptimum,10,50,0,71,0.178483,16.880659,1,0.001
MNIST,OfflineOptimum,10,50,0,72,0.268559,17.149218,1,0.001
MNIST,OfflineOptimum,10,50,0,73,0.151994,17.301212,1,0.001
MNIST,OfflineOptimum,10,50,0,74,0.366759,17.667972,1,0.001
MNIST,OfflineOptimum,10,50,0,75,0.260347,17.928319,1,0.001
MNIST,OfflineOptimum,10,50,0,76,0.252126,18.180445,1,0.001
MNIST,OfflineOptimum,10,50,0,77,0.120955,18.301400,1,0.001
MNIST,OfflineOptimum,10,50,0,78,0.294260,18.595660,1,0.001
MNIST,OfflineOptimum,10,50,0,79,0.339003,18.934663,1,0.001
MNIST,OfflineOptimum,10,50,0,80,0.107939,19.042602,1,0.001
MNIST,OfflineOptimum,10,50,0,81,0.398665,19.441267,1,0.001
MNIST,OfflineOptimum,10,50,0,82,0.132214,19.573481,1,0.001
MNIST,OfflineOptimum,10,50,0,83,0.341493,19.914974,1,0.001
MNIST,OfflineOptimum,10,50,0,84,0.153699,20.068674,1,0.001
MNIST,OfflineOptimum,10,50,0,85,0.252034,20.320708,1,0.001
MNIST,OfflineOptimum,10,50,0,86,0.164598,20.485307,1,0.001
MNIST,OfflineOptimum,10,50,0,87,0.228494,20.713800,1,0.001
MNIST,OfflineOptimum,10,50,0,88,0.187385,20.901185,1,0.001
MNIST,OfflineOptimum,10,50,0,89,0.322858,21.224043,1,0.001
MNIST,OfflineOptimum,10,50,0,90,0.384362,21.608405,1,0.001
MNIST,OfflineOptimum,10,50,0,91,0.209256,21.817661,1,0.001
MNIST,OfflineOptimum,10,50,0,92,0.183074,22.000735,1,0.001
MNIST,OfflineOptimum,10,50,0,93,0.316354,22.317089,1,0.001
MNIST,OfflineOptimum,10,50,0,94,0.182791,22.499879,1,0.001
MNIST,OfflineOptimum,10,50,0,95,0.328426,22.828305,1,0.001
MNIST,OfflineOptimum,10,50,0,96,0.287654,23.115959,1,0.001
MNIST,OfflineOptimum,10,50,0,97,0.282618,23.398577,1,0.001
MNIST,OfflineOptimum,10,50,0,98,0.202349,23.600926,1,0.001
MNIST,OfflineOptimum,10,50,0,99,0.311523,23.912449,1,0.001
MNIST,OfflineOptimum,10,50,0,100,0.179397,24.091846,1,0.001
MNIST,OfflineOptimum,10,50,0,101,0.306200,24.398046,1,0.001
MNIST,OfflineOptimum,10,50,0,102,0.134226,24.532272,1,0.001
MNIST,OfflineOptimum,10,50,0,103,0.222442,24.754714,1,0.001
MNIST,OfflineOptimum,10,50,0,104,0.181529,24.936243,1,0.001
MNIST,OfflineOptimum,10,50,0,105,0.344902,25.281144,1,0.001
MNIST,OfflineOptimum,10,50,0,106,0.320582,25.601726,1,0.001
MNIST,OfflineOptimum,10,50,0,107,0.301708,25.903435,1,0.001
MNIST,OfflineOptimum,10,50,0,108,0.116119,26.019554,1,0.001
MNIST,OfflineOptimum,10,50,0,109,0.277679,26.297232,1,0.001
MNIST,OfflineOptimum,10,50,0,110,0.256831,26.554063,1,0.001
MNIST,OfflineOptimum,10,50,0,111,0.096133,26.650196,1,0.001
MNIST,OfflineOptimum,10,50,0,112,0.305087,26.955283,1,0.001
MNIST,OfflineOptimum,10,50,0,113,0.204757,27.160040,1,0.001
MNIST,OfflineOptimum,10,50,0,114,0.206582,27.366622,1,0.001
MNIST,OfflineOptimum,10,50,0,115,0.328894,27.695516,1,0.001
MNIST,OfflineOptimum,10,50,0,116,0.274352,27.969868,1,0.001
MNIST,OfflineOptimum,10,50,0,117,0.211216,28.181084,1,0.001
MNIST,OfflineOptimum,10,50,0,118,0.300924,28.482007,1,0.001
MNIST,OfflineOptimum,10,50,0,119,0.277667,28.759674,1,0.001
MNIST,OfflineOptimum,10,50,0,120,0.277307,29.036982,1,0.001
MNIST,OfflineOptimum,10,50,0,121,0.260816,29.297798,1,0.001
MNIST,OfflineOptimum,10,50,0,122,0.270038,29.567835,1,0.001
MNIST,OfflineOptimum,10,50,0,123,0.177360,29.745195,1,0.001
MNIST,OfflineOptimum,10,50,0,124,0.320241,30.065436,1,0.001
MNIST,OfflineOptimum,10,50,0,125,0.172002,30.237439,1,0.001
MNIST,OfflineOptimum,10,50,0,126,0.219129,30.456568,1,0.001
MNIST,OfflineOptimum,10,50,0,127,0.215342,30.671909,1,0.001
MNIST,OfflineOptimum,10,50,0,128,0.112906,30.784815,1,0.001
MNIST,OfflineOptimum,10,50,0,129,0.177174,30.961990,1,0.001
MNIST,OfflineOptimum,10,50,0,130,0.353388,31.315378,1,0.001
MNIST,OfflineOptimum,10,50,0,131,0.322878,31.638257,1,0.001
MNIST,OfflineOptimum,10,50,0,132,0.394402,32.032658,1,0.001
MNIST,OfflineOptimum,10,50,0,133,0.213344,32.246002,1,0.001
MNIST,OfflineOptimum,10,50,0,134,0.169537,32.415540,1,0.001
MNIST,OfflineOptimum,10,50,0,135,0.275385,32.690925,1,0.001
MNIST,OfflineOptimum,10,50,0,136,0.311636,33.002561,1,0.001
MNIST,OfflineOptimum,10,50,0,137,0.209039,33.211600,1,0.001
MNIST,OfflineOptimum,10,50,0,138,0.187440,33.399041,1,0.001
MNIST,OfflineOptimum,10,50,0,139,0.165618,33.564658,1,0.001
MNIST,OfflineOptimum,10,50,0,140,0.220031,33.784690,1,0.001
MNIST,OfflineOptimum,10,50,0,141,0.236006,34.020696,1,0.001
MNIST,OfflineOptimum,10,50,0,142,0.124114,34.144810,1,0.001
MNIST,OfflineOptimum,10,50,0,143,0.348321,34.493130,1,0.001
MNIST,OfflineOptimum,10,50,0,144,0.272696,34.765826,1,0.001
MNIST,OfflineOptimum,10,50,0,145,0.185709,34.951536,1,0.001
MNIST,OfflineOptimum,10,50,0,146,0.218819,35.170355,1,0.001
MNIST,OfflineOptimum,10,50,0,147,0.170479,35.340834,1,0.001
MNIST,OfflineOptimum,10,50,0,148,0.053563,35.394397,1,0.001
MNIST,OfflineOptimum,10,50,0,149,0.404069,35.798466,1,0.001
MNIST,OfflineOptimum,10,50,0,150,0.184243,35.982709,1,0.001
MNIST,OfflineOptimum,10,50,0,151,0.262671,36.245380,1,0.001
MNIST,OfflineOptimum,10,50,0,152,0.254977,36.500357,1,0.001
MNIST,OfflineOptimum,10,50,0,153,0.461936,36.962294,1,0.001
MNIST,OfflineOptimum,10,50,0,154,0.247012,37.209306,1,0.001
MNIST,OfflineOptimum,10,50,0,155,0.247655,37.456961,1,0.001
MNIST,OfflineOptimum,10,50,0,156,0.158645,37.615606,1,0.001
MNIST,OfflineOptimum,10,50,0,157,0.158188,37.773794,1,0.001
MNIST,OfflineOptimum,10,50,0,158,0.378828,38.152623,1,0.001
MNIST,OfflineOptimum,10,50,0,159,0.261814,38.414437,1,0.001
MNIST,OfflineOptimum,10,50,0,160,0.231147,38.645584,1,0.001
MNIST,OfflineOptimum,10,50,0,161,0.226449,38.872033,1,0.001
MNIST,OfflineOptimum,10,50,0,162,0.323935,39.195968,1,0.001
MNIST,OfflineOptimum,10,50,0,163,0.226926,39.422895,1,0.001
MNIST,OfflineOptimum,10,50,0,164,0.159323,39.582218,1,0.001
MNIST,OfflineOptimum,10,50,0,165,0.210549,39.792767,1,0.001
MNIST,OfflineOptimum,10,50,0,166,0.357964,40.150731,1,0.001
MNIST,OfflineOptimum,10,50,0,167,0.184808,40.335540,1,0.001
MNIST,OfflineOptimum,10,50,0,168,0.179345,40.514885,1,0.001
MNIST,OfflineOptimum,10,50,0,169,0.301544,40.816429,1,0.001
MNIST,OfflineOptimum,10,50,0,170,0.276925,41.093353,1,0.001
MNIST,OfflineOptimum,10,50,0,171,0.245476,41.338830,1,0.001
MNIST,OfflineOptimum,10,50,0,172,0.274683,41.613513,1,0.001
MNIST,OfflineOptimum,10,50,0,173,0.238665,41.852178,1,0.001
MNIST,OfflineOptimum,10,50,0,174,0.182124,42.034302,1,0.001
MNIST,OfflineOptimum,10,50,0,175,0.160488,42.194790,1,0.001
MNIST,OfflineOptimum,10,50,0,176,0.130489,42.325279,1,0.001
MNIST,OfflineOptimum,10,50,0,177,0.195506,42.520786,1,0.001
MNIST,OfflineOptimum,10,50,0,178,0.192186,42.712972,1,0.001
MNIST,OfflineOptimum,10,50,0,179,0.238635,42.951607,1,0.001
MNIST,OfflineOptimum,10,50,0,180,0.251877,43.203484,1,0.001
MNIST,OfflineOptimum,10,50,0,181,0.142370,43.345854,1,0.001
MNIST,OfflineOptimum,10,50,0,182,0.266194,43.612048,1,0.001
MNIST,OfflineOptimum,10,50,0,183,0.265729,43.877777,1,0.001
MNIST,OfflineOptimum,10,50,0,184,0.316474,44.194250,1,0.001
MNIST,OfflineOptimum,10,50,0,185,0.108767,44.303017,1,0.001
MNIST,OfflineOptimum,10,50,0,186,0.140895,44.443912,1,0.001
MNIST,OfflineOptimum,10,50,0,187,0.380783,44.824695,1,0.001
MNIST,OfflineOptimum,10,50,0,188,0.332484,45.157180,1,0.001
MNIST,OfflineOptimum,10,50,0,189,0.401398,45.558578,1,0.001
MNIST,OfflineOptimum,10,50,0,190,0.174202,45.732780,1,0.001
MNIST,OfflineOptimum,10,50,0,191,0.171242,45.904023,1,0.001
MNIST,OfflineOptimum,10,50,0,192,0.140874,46.044897,1,0.001
MNIST,OfflineOptimum,10,50,0,193,0.139053,46.183950,1,0.001
MNIST,OfflineOptimum,10,50,0,194,0.248742,46.432692,1,0.001
MNIST,OfflineOptimum,10,50,0,195,0.363986,46.796678,1,0.001
MNIST,OfflineOptimum,10,50,0,196,0.303417,47.100096,1,0.001
MNIST,OfflineOptimum,10,50,0,197,0.394291,47.494387,1,0.001
MNIST,OfflineOptimum,10,50,0,198,0.165101,47.659488,1,0.001
MNIST,OfflineOptimum,10,50,0,199,0.297739,47.957227,1,0.001
MNIST,OfflineOptimum,10,50,0,200,0.356229,48.313455,1,0.001
MNIST,OfflineOptimum,10,50,0,201,0.243416,48.556871,1,0.001
MNIST,OfflineOptimum,10,50,0,202,0.318985,48.875856,1,0.001
MNIST,OfflineOptimum,10,50,0,203,0.257621,49.133477,1,0.001
MNIST,OfflineOptimum,10,50,0,204,0.257914,49.391392,1,0.001
MNIST,OfflineOptimum,10,50,0,205,0.326822,49.718214,1,0.001
MNIST,OfflineOptimum,10,50,0,206,0.433400,50.151614,1,0.001
MNIST,OfflineOptimum,10,50,0,207,0.387926,50.539541,1,0.001
MNIST,OfflineOptimum,10,50,0,208,0.185823,50.725363,1,0.001
MNIST,OfflineOptimum,10,50,0,209,0.114716,50.840079,1,0.001
MNIST,OfflineOptimum,10,50,0,210,0.229146,51.069225,1,0.001
MNIST,OfflineOptimum,10,50,0,211,0.409472,51.478697,1,0.001
MNIST,OfflineOptimum,10,50,0,212,0.093288,51.571985,1,0.001
MNIST,OfflineOptimum,10,50,0,213,0.279869,51.851853,1,0.001
MNIST,OfflineOptimum,10,50,0,214,0.122450,51.974303,1,0.001
MNIST,OfflineOptimum,10,50,0,215,0.106185,52.080489,1,0.001
MNIST,OfflineOptimum,10,50,0,216,0.161643,52.242132,1,0.001
MNIST,OfflineOptimum,10,50,0,217,0.149213,52.391345,1,0.001
MNIST,OfflineOptimum,10,50,0,218,0.271346,52.662691,1,0.001
MNIST,OfflineOptimum,10,50,0,219,0.294293,52.956984,1,0.001
MNIST,OfflineOptimum,10,50,0,220,0.218837,53.175822,1,0.001
MNIST,OfflineOptimum,10,50,0,221,0.182281,53.358103,1,0.001
MNIST,OfflineOptimum,10,50,0,222,0.246398,53.604501,1,0.001
MNIST,OfflineOptimum,10,50,0,223,0.259561,53.864062,1,0.001
MNIST,OfflineOptimum,10,50,0,224,0.221567,54.085629,1,0.002
MNIST,OfflineOptimum,10,50,0,225,0.326582,54.412211,1,0.002
MNIST,OfflineOptimum,10,50,0,226,0.287354,54.699565,1,0.002
MNIST,OfflineOptimum,10,50,0,227,0.296044,54.995609,1,0.002
MNIST,OfflineOptimum,10,50,0,228,0.410447,55.406056,1,0.002
MNIST,OfflineOptimum,10,50,0,229,0.246742,55.652798,1,0.002
MNIST,OfflineOptimum,10,50,0,230,0.391792,56.044590,1,0.002
MNIST,OfflineOptimum,10,50,0,231,0.326356,56.370946,1,0.002
MNIST,OfflineOptimum,10,50,0,232,0.300815,56.671761,1,0.002
MNIST,OfflineOptimum,10,50,0,233,0.085914,56.757675,1,0.002
MNIST,OfflineOptimum,10,50,0,234,0.107859,56.865534,1,0.002
MNIST,OfflineOptimum,10,50,0,235,0.139292,57.004826,1,0.002
MNIST,OfflineOptimum,10,50,0,236,0.197541,57.202368,1,0.002
MNIST,OfflineOptimum,10,50,0,237,0.326844,57.529212,1,0.002
MNIST,OfflineOptimum,10,50,0,238,0.272002,57.801214,1,0.002
MNIST,OfflineOptimum,10,50,0,239,0.229298,58.030513,1,0.002
MNIST,OfflineOptimum,10,50,0,240,0.208625,58.239138,1,0.002
MNIST,OfflineOptimum,10,50,0,241,0.222156,58.461294,1,0.002
MNIST,OfflineOptimum,10,50,0,242,0.232160,58.693454,1,0.002
MNIST,OfflineOptimum,10,50,0,243,0.082216,58.775670,1,0.002
MNIST,OfflineOptimum,10,50,0,244,0.238717,59.014387,1,0.002
MNIST,OfflineOptimum,10,50,0,245,0.264243,59.278630,1,0.002
MNIST,OfflineOptimum,10,50,0,246,0.472112,59.750741,1,0.002
MNIST,OfflineOptimum,10,50,0,247,0.335816,60.086558,1,0.002
MNIST,OfflineOptimum,10,50,0,248,0.139612,60.226169,1,0.002
MNIST,OfflineOptimum,10,50,0,249,0.210970,60.437139,1,0.002
MNIST,OfflineOptimum,10,50,0,250,0.126765,60.563904,1,0.002
MNIST,OfflineOptimum,10,50,0,251,0.363835,60.927739,1,0.002
MNIST,OfflineOptimum,10,50,0,252,0.105657,61.033396,1,0.002
MNIST,OfflineOptimum,10,50,0,253,0.147762,61.181158,1,0.002
MNIST,OfflineOptimum,10,50,0,254,0.179823,61.360981,1,0.002
MNIST,OfflineOptimum,10,50,0,255,0.234691,61.595672,1,0.002
MNIST,OfflineOptimum,10,50,0,256,0.305299,61.900971,1,0.002
MNIST,OfflineOptimum,10,50,0,257,0.237239,62.138210,1,0.002
MNIST,OfflineOptimum,10,50,0,258,0.447566,62.585776,1,0.002
MNIST,OfflineOptimum,10,50,0,259,0.164742,62.750518,1,0.002
MNIST,OfflineOptimum,10,50,0,260,0.359039,63.109557,1,0.002
MNIST,OfflineOptimum,10,50,0,261,0.216590,63.326147,1,0.002
MNIST,OfflineOptimum,10,50,0,262,0.256871,63.583018,1,0.002
MNIST,OfflineOptimum,10,50,0,263,0.304950,63.887968,1,0.002
MNIST,OfflineOptimum,10,50,0,264,0.215341,64.103309,1,0.002
MNIST,OfflineOptimum,10,50,0,265,0.162558,64.265867,1,0.002
MNIST,OfflineOptimum,10,50,0,266,0.192875,64.458742,1,0.002
MNIST,OfflineOptimum,10,50,0,267,0.344760,64.803502,1,0.002
MNIST,OfflineOptimum,10,50,0,268,0.423957,65.227459,1,0.002
MNIST,OfflineOptimum,10,50,0,269,0.164111,65.391569,1,0.002
MNIST,OfflineOptimum,10,50,0,270,0.232236,65.623806,1,0.002
MNIST,OfflineOptimum,10,50,0,271,0.262416,65.886221,1,0.002
MNIST,OfflineOptimum,10,50,0,272,0.403368,66.289589,1,0.002
MNIST,OfflineOptimum,10,50,0,273,0.223202,66.512791,1,0.002
MNIST,OfflineOptimum,10,50,0,274,0.131681,66.644471,1,0.002
MNIST,OfflineOptimum,10,50,0,275,0.182133,66.826604,1,0.002
MNIST,OfflineOptimum,10,50,0,276,0.379562,67.206166,1,0.002
MNIST,OfflineOptimum,10,50,0,277,0.216276,67.422443,1,0.002
MNIST,OfflineOptimum,10,50,0,278,0.238603,67.661046,1,0.002
MNIST,OfflineOptimum,10,50,0,279,0.137322,67.798368,1,0.002
MNIST,OfflineOptimum,10,50,0,280,0.087392,67.885761,1,0.002
MNIST,OfflineOptimum,10,50,0,281,0.265211,68.150971,1,0.002
MNIST,OfflineOptimum,10,50,0,282,0.222681,68.373652,1,0.002
MNIST,OfflineOptimum,10,50,0,283,0.211450,68.585102,1,0.002
MNIST,OfflineOptimum,10,50,0,284,0.218663,68.803765,1,0.002
MNIST,OfflineOptimum,10,50,0,285,0.297084,69.100849,1,0.002
MNIST,OfflineOptimum,10,50,0,286,0.134398,69.235247,1,0.002
MNIST,OfflineOptimum,10,50,0,287,0.225769,69.461016,1,0.002
MNIST,OfflineOptimum,10,50,0,288,0.235821,69.696837,1,0.002
MNIST,OfflineOptimum,10,50,0,289,0.284064,69.980901,1,0.002
MNIST,OfflineOptimum,10,50,0,290,0.399186,70.380087,1,0.002
MNIST,OfflineOptimum,10,50,0,291,0.359771,70.739858,1,0.002
MNIST,OfflineOptimum,10,50,0,292,0.383769,71.123627,1,0.002
MNIST,OfflineOptimum,10,50,0,293,0.253255,71.376882,1,0.002
MNIST,OfflineOptimum,10,50,0,294,0.283104,71.659986,1,0.002
MNIST,OfflineOptimum,10,50,0,295,0.218342,71.878329,1,0.002
MNIST,OfflineOptimum,10,50,0,296,0.151650,72.029979,1,0.002
MNIST,OfflineOptimum,10,50,0,297,0.302991,72.332970,1,0.002
MNIST,OfflineOptimum,10,50,0,298,0.124399,72.457369,1,0.002
MNIST,OfflineOptimum,10,50,0,299,0.246253,72.703622,1,0.002
MNIST,OfflineOptimum,10,50,0,300,0.299772,73.003394,1,0.002
MNIST,OfflineOptimum,10,50,0,301,0.168801,73.172196,1,0.002
MNIST,OfflineOptimum,10,50,0,302,0.276257,73.448453,1,0.002
MNIST,OfflineOptimum,10,50,0,303,0.158422,73.606875,1,0.002
MNIST,OfflineOptimum,10,50,0,304,0.265434,73.872309,1,0.002
MNIST,OfflineOptimum,10,50,0,305,0.383978,74.256286,1,0.002
MNIST,OfflineOptimum,10,50,0,306,0.248698,74.504985,1,0.002
MNIST,OfflineOptimum,10,50,0,307,0.160336,74.665321,1,0.002
MNIST,OfflineOptimum,10,50,0,308,0.300052,74.965372,1,0.002
MNIST,OfflineOptimum,10,50,0,309,0.210377,75.175750,1,0.002
MNIST,OfflineOptimum,10,50,0,310,0.195837,75.371587,1,0.002
MNIST,OfflineOptimum,10,50,0,311,0.261912,75.633499,1,0.002
MNIST,OfflineOptimum,10,50,0,312,0.183474,75.816973,1,0.002
MNIST,OfflineOptimum,10,50,0,313,0.213288,76.030261,1,0.002
MNIST,OfflineOptimum,10,50,0,314,0.367532,76.397793,1,0.002
MNIST,OfflineOptimum,10,50,0,315,0.173048,76.570841,1,0.002
MNIST,OfflineOptimum,10,50,0,316,0.194018,76.764859,1,0.002
MNIST,OfflineOptimum,10,50,0,317,0.202298,76.967157,1,0.002
MNIST,OfflineOptimum,10,50,0,318,0.359508,77.326665,1,0.002
MNIST,OfflineOptimum,10,50,0,319,0.179373,77.506038,1,0.002
MNIST,OfflineOptimum,10,50,0,320,0.326175,77.832213,1,0.002
MNIST,OfflineOptimum,10,50,0,321,0.245043,78.077256,1,0.002
MNIST,OfflineOptimum,10,50,0,322,0.365087,78.442343,1,0.002
MNIST,OfflineOptimum,10,50,0,323,0.342283,78.784625,1,0.002
MNIST,OfflineOptimum,10,50,0,324,0.189722,78.974347,1,0.002
MNIST,OfflineOptimum,10,50,0,325,0.222588,79.196935,1,0.002
MNIST,OfflineOptimum,10,50,0,326,0.222971,79.419906,1,0.002
MNIST,OfflineOptimum,10,50,0,327,0.284400,79.704306,1,0.002
MNIST,OfflineOptimum,10,50,0,328,0.260607,79.964912,1,0.002
MNIST,OfflineOptimum,10,50,0,329,0.128955,80.093867,1,0.002
MNIST,OfflineOptimum,10,50,0,330,0.234727,80.328595,1,0.002
MNIST,OfflineOptimum,10,50,0,331,0.414194,80.742789,1,0.002
MNIST,OfflineOptimum,10,50,0,332,0.113488,80.856277,1,0.002
MNIST,OfflineOptimum,10,50,0,333,0.215747,81.072024,1,0.002
MNIST,OfflineOptimum,10,50,0,334,0.302847,81.374871,1,0.002
MNIST,OfflineOptimum,10,50,0,335,0.210727,81.585598,1,0.002
MNIST,OfflineOptimum,10,50,0,336,0.232348,81.817947,1,0.002
MNIST,OfflineOptimum,10,50,0,337,0.410391,82.228338,1,0.002
MNIST,OfflineOptimum,10,50,0,338,0.244564,82.472901,1,0.002
MNIST,OfflineOptimum,10,50,0,339,0.386193,82.859094,1,0.002
MNIST,OfflineOptimum,10,50,0,340,0.196583,83.055677,1,0.002
MNIST,OfflineOptimum,10,50,0,341,0.269153,83.324830,1,0.002
MNIST,OfflineOptimum,10,50,0,342,0.186858,83.511688,1,0.002
MNIST,OfflineOptimum,10,50,0,343,0.137232,83.648920,1,0.002
MNIST,OfflineOptimum,10,50,0,344,0.157787,83.806706,1,0.002
MNIST,OfflineOptimum,10,50,0,345,0.402662,84.209368,1,0.002
MNIST,OfflineOptimum,10,50,0,346,0.134101,84.343469,1,0.002
MNIST,OfflineOptimum,10,50,0,347,0.224859,84.568328,1,0.002
MNIST,OfflineOptimum,10,50,0,348,0.377402,84.945730,1,0.002
MNIST,OfflineOptimum,10,50,0,349,0.205765,85.151494,1,0.002
MNIST,OfflineOptimum,10,50,0,350,0.190627,85.342121,1,0.002
MNIST,OfflineOptimum,10,50,0,351,0.270765,85.612886,1,0.002
MNIST,OfflineOptimum,10,50,0,352,0.219275,85.832161,1,0.002
MNIST,OfflineOptimum,10,50,0,353,0.321890,86.154051,1,0.002
MNIST,OfflineOptimum,10,50,0,354,0.160632,86.314682,1,0.002
MNIST,OfflineOptimum,10,50,0,355,0.243635,86.558317,1,0.002
MNIST,OfflineOptimum,10,50,0,356,0.316991,86.875308,1,0.002
MNIST,OfflineOptimum,10,50,0,357,0.168518,87.043826,1,0.002
MNIST,OfflineOptimum,10,50,0,358,0.244909,87.288735,1,0.002
MNIST,OfflineOptimum,10,50,0,359,0.350330,87.639065,1,0.002
MNIST,OfflineOptimum,10,50,0,360,0.263631,87.902696,1,0.002
MNIST,OfflineOptimum,10,50,0,361,0.224023,88.126719,1,0.002
MNIST,OfflineOptimum,10,50,0,362,0.200760,88.327479,1,0.002
MNIST,OfflineOptimum,10,50,0,363,0.270686,88.598165,1,0.002
MNIST,OfflineOptimum,10,50,0,364,0.123259,88.721424,1,0.002
