dataset,algorithm,k,d,step,instantaneous_loss,cumulative_loss,n_leaves,elapsed_s
CreditCard,StreamingSVD,10,28,0,0.299181,0.299181,1,0.000
CreditCard,StreamingSVD,10,28,1,0.180085,0.479266,1,0.000
CreditCard,StreamingSVD,10,28,2,0.304949,0.784215,1,0.000
CreditCard,StreamingSVD,10,28,3,0.575641,1.359856,1,0.000
CreditCard,StreamingSVD,10,28,4,0.474137,1.833994,1,0.000
CreditCard,StreamingSVD,10,28,5,0.414644,2.248638,1,0.000
CreditCard,StreamingSVD,10,28,6,0.306739,2.555377,1,0.001
CreditCard,StreamingSVD,10,28,7,0.710698,3.266074,1,0.001
CreditCard,StreamingSVD,10,28,8,0.550201,3.816275,1,0.001
CreditCard,StreamingSVD,10,28,9,0.087236,3.903511,1,0.001
CreditCard,StreamingSVD,10,28,10,0.418057,4.321569,1,0.001
CreditCard,StreamingSVD,10,28,11,0.165141,4.486710,1,0.001
CreditCard,StreamingSVD,10,28,12,0.289304,4.776014,1,0.001
CreditCard,StreamingSVD,10,28,13,0.426200,5.202214,1,0.001
CreditCard,StreamingSVD,10,28,14,0.460341,5.662555,1,0.001
CreditCard,StreamingSVD,10,28,15,0.372976,6.035531,1,0.001
CreditCard,StreamingSVD,10,28,16,0.311069,6.346600,1,0.001
CreditCard,StreamingSVD,10,28,17,0.085704,6.432304,1,0.001
CreditCard,StreamingSVD,10,28,18,0.630316,7.062620,1,0.001
CreditCard,StreamingSVD,10,28,19,0.056650,7.119270,1,0.001
CreditCard,StreamingSVD,10,28,20,0.236364,7.355634,1,0.001
CreditCard,StreamingSVD,10,28,21,0.364789,7.720423,1,0.001
CreditCard,StreamingSVD,10,28,22,0.179720,7.900144,1,0.001
CreditCard,StreamingSVD,10,28,23,0.674522,8.574666,1,0.001
CreditCard,StreamingSVD,10,28,24,0.289869,8.864535,1,0.001
CreditCard,StreamingSVD,10,28,25,0.317565,9.182100,1,0.002
CreditCard,StreamingSVD,10,28,26,0.407931,9.590032,1,0.002
