dataset,algorithm,k,d,trial,step,instantaneous_loss,cumulative_loss,n_leaves,elapsed_s
MNIST,FantopeOGD,10,50,0,841,0.143216,276.878195,1,0.267
MNIST,FantopeOGD,10,50,0,842,0.263863,277.142058,1,0.267
MNIST,FantopeOGD,10,50,0,843,0.146751,277.288809,1,0.268
MNIST,FantopeOGD,10,50,0,844,0.336129,277.624939,1,0.268
MNIST,FantopeOGD,10,50,0,845,0.192760,277.817698,1,0.268
MNIST,FantopeOGD,10,50,0,846,0.180502,277.998200,1,0.268
MNIST,FantopeOGD,10,50,0,847,0.286442,278.284642,1,0.269
MNIST,FantopeOGD,10,50,0,848,0.236272,278.520913,1,0.269
MNIST,FantopeOGD,10,50,0,849,0.199387,278.720301,1,0.269
MNIST,FantopeOGD,10,50,0,850,0.373055,279.093355,1,0.270
MNIST,FantopeOGD,10,50,0,851,0.304923,279.398278,1,0.270
MNIST,FantopeOGD,10,50,0,852,0.284687,279.682965,1,0.270
MNIST,FantopeOGD,10,50,0,853,0.152582,279.835547,1,0.271
MNIST,FantopeOGD,10,50,0,854,0.228999,280.064546,1,0.271
MNIST,FantopeOGD,10,50,0,855,0.239713,280.304259,1,0.271
MNIST,FantopeOGD,10,50,0,856,0.293729,280.597989,1,0.272
MNIST,FantopeOGD,10,50,0,857,0.238651,280.836640,1,0.272
MNIST,FantopeOGD,10,50,0,858,0.246813,281.083452,1,0.272
MNIST,FantopeOGD,10,50,0,859,0.236673,281.320126,1,0.273
MNIST,FantopeOGD,10,50,0,860,0.180151,281.500277,1,0.273
MNIST,FantopeOGD,10,50,0,861,0.303444,281.803721,1,0.273
MNIST,FantopeOGD,10,50,0,862,0.177225,281.980946,1,0.273
MNIST,FantopeOGD,10,50,0,863,0.168518,282.149464,1,0.274
MNIST,FantopeOGD,10,50,0,864,0.167351,282.316815,1,0.275
MNIST,FantopeOGD,10,50,0,865,0.229357,282.546172,1,0.275
MNIST,FantopeOGD,10,50,0,866,0.213877,282.760049,1,0.276
MNIST,FantopeOGD,10,50,0,867,0.349896,283.109945,1,0.276
MNIST,FantopeOGD,10,50,0,868,0.215099,283.325043,1,0.277
MNIST,FantopeOGD,10,50,0,869,0.354481,283.679524,1,0.277
MNIST,FantopeOGD,10,50,0,870,0.155969,283.835493,1,0.278
MNIST,FantopeOGD,10,50,0,871,0.328563,284.164056,1,0.278
MNIST,FantopeOGD,10,50,0,872,0.197046,284.361102,1,0.279
MNIST,FantopeOGD,10,50,0,873,0.382333,284.743435,1,0.279
MNIST,FantopeOGD,10,50,0,874,0.201817,284.945252,1,0.279
MNIST,FantopeOGD,10,50,0,875,0.171691,285.116943,1,0.280
MNIST,FantopeOGD,10,50,0,876,0.268394,285.385336,1,0.280
MNIST,FantopeOGD,10,50,0,877,0.153056,285.538392,1,0.280
MNIST,FantopeOGD,10,50,0,878,0.269187,285.807579,1,0.280
MNIST,FantopeOGD,10,50,0,879,0.106019,285.913598,1,0.281
MNIST,FantopeOGD,10,50,0,880,0.429239,286.342837,1,0.281
MNIST,FantopeOGD,10,50,0,881,0.244072,286.586909,1,0.281
MNIST,FantopeOGD,10,50,0,882,0.222638,286.809547,1,0.282
MNIST,FantopeOGD,10,50,0,883,0.152954,286.962501,1,0.282
MNIST,FantopeOGD,10,50,0,884,0.183930,287.146431,1,0.282
MNIST,FantopeOGD,10,50,0,885,0.152114,287.298545,1,0.283
MNIST,FantopeOGD,10,50,0,886,0.303550,287.602096,1,0.283
MNIST,FantopeOGD,10,50,0,887,0.192573,287.794669,1,0.283
MNIST,FantopeOGD,10,50,0,888,0.162373,287.957041,1,0.284
MNIST,FantopeOGD,10,50,0,889,0.395203,288.352244,1,0.284
MNIST,FantopeOGD,10,50,0,890,0.268775,288.621019,1,0.284
MNIST,FantopeOGD,10,50,0,891,0.284149,288.905168,1,0.284
MNIST,FantopeOGD,10,50,0,892,0.335465,289.240633,1,0.285
MNIST,FantopeOGD,10,50,0,893,0.275254,289.515887,1,0.285
MNIST,FantopeOGD,10,50,0,894,0.181255,289.697143,1,0.285
MNIST,FantopeOGD,10,50,0,895,0.209034,289.906177,1,0.286
MNIST,FantopeOGD,10,50,0,896,0.284584,290.190761,1,0.286
MNIST,FantopeOGD,10,50,0,897,0.317796,290.508557,1,0.286
MNIST,FantopeOGD,10,50,0,898,0.154486,290.663043,1,0.287
MNIST,FantopeOGD,10,50,0,899,0.317612,290.980655,1,0.287
MNIST,FantopeOGD,10,50,0,900,0.259343,291.239998,1,0.287
MNIST,FantopeOGD,10,50,0,901,0.226469,291.466467,1,0.288
MNIST,FantopeOGD,10,50,0,902,0.364249,291.830717,1,0.288
MNIST,FantopeOGD,10,50,0,903,0.415942,292.246659,1,0.288
MNIST,FantopeOGD,10,50,0,904,0.276564,292.523223,1,0.289
MNIST,FantopeOGD,10,50,0,905,0.159470,292.682693,1,0.289
MNIST,FantopeOGD,10,50,0,906,0.117654,292.800347,1,0.289
MNIST,FantopeOGD,10,50,0,907,0.194282,292.994629,1,0.290
MNIST,FantopeOGD,10,50,0,908,0.274735,293.269364,1,0.290
MNIST,FantopeOGD,10,50,0,909,0.258750,293.528114,1,0.290
MNIST,FantopeOGD,10,50,0,910,0.287392,293.815506,1,0.291
MNIST,FantopeOGD,10,50,0,911,0.286965,294.102471,1,0.291
MNIST,FantopeOGD,10,50,0,912,0.262292,294.364763,1,0.291
MNIST,FantopeOGD,10,50,0,913,0.201537,294.566299,1,0.292
MNIST,FantopeOGD,10,50,0,914,0.193087,294.759386,1,0.292
MNIST,FantopeOGD,10,50,0,915,0.230168,294.989554,1,0.292
MNIST,FantopeOGD,10,50,0,916,0.321951,295.311505,1,0.292
MNIST,FantopeOGD,10,50,0,917,0.374574,295.686079,1,0.293
MNIST,FantopeOGD,10,50,0,918,0.233543,295.919622,1,0.293
MNIST,FantopeOGD,10,50,0,919,0.194418,296.114040,1,0.293
MNIST,FantopeOGD,10,50,0,920,0.252715,296.366756,1,0.294
MNIST,FantopeOGD,10,50,0,921,0.173477,296.540233,1,0.294
MNIST,FantopeOGD,10,50,0,922,0.168524,296.708757,1,0.294
MNIST,FantopeOGD,10,50,0,923,0.324101,297.032858,1,0.295
MNIST,FantopeOGD,10,50,0,924,0.326835,297.359693,1,0.295
MNIST,FantopeOGD,10,50,0,925,0.334953,297.694646,1,0.295
MNIST,FantopeOGD,10,50,0,926,0.138593,297.833239,1,0.296
MNIST,FantopeOGD,10,50,0,927,0.363142,298.196381,1,0.296
MNIST,FantopeOGD,10,50,0,928,0.240493,298.436874,1,0.296
MNIST,FantopeOGD,10,50,0,929,0.243129,298.680003,1,0.296
MNIST,FantopeOGD,10,50,0,930,0.129874,298.809876,1,0.297
MNIST,FantopeOGD,10,50,0,931,0.221722,299.031598,1,0.297
MNIST,FantopeOGD,10,50,0,932,0.286967,299.318565,1,0.297
MNIST,FantopeOGD,10,50,0,933,0.175319,299.493884,1,0.298
MNIST,FantopeOGD,10,50,0,934,0.331159,299.825043,1,0.298
MNIST,FantopeOGD,10,50,0,935,0.271325,300.096368,1,0.298
MNIST,FantopeOGD,10,50,0,936,0.125195,300.221563,1,0.299
MNIST,FantopeOGD,10,50,0,937,0.234352,300.455915,1,0.299
MNIST,FantopeOGD,10,50,0,938,0.174604,300.630519,1,0.299
MNIST,FantopeOGD,10,50,0,939,0.379408,301.009926,1,0.300
MNIST,FantopeOGD,10,50,0,940,0.221458,301.231384,1,0.300
MNIST,FantopeOGD,10,50,0,941,0.319028,301.550412,1,0.300
MNIST,FantopeOGD,10,50,0,942,0.350404,301.900816,1,0.300
MNIST,FantopeOGD,10,50,0,943,0.281140,302.181955,1,0.301
MNIST,FantopeOGD,10,50,0,944,0.254801,302.436756,1,0.301
MNIST,FantopeOGD,10,50,0,945,0.340242,302.776998,1,0.301
MNIST,FantopeOGD,10,50,0,946,0.176426,302.953424,1,0.302
MNIST,FantopeOGD,10,50,0,947,0.350386,303.303810,1,0.302
MNIST,FantopeOGD,10,50,0,948,0.267747,303.571557,1,0.302
MNIST,FantopeOGD,10,50,0,949,0.395805,303.967362,1,0.303
MNIST,FantopeOGD,10,50,0,950,0.243698,304.211061,1,0.303
MNIST,FantopeOGD,10,50,0,951,0.354606,304.565667,1,0.303
MNIST,FantopeOGD,10,50,0,952,0.544030,305.109697,1,0.304
MNIST,FantopeOGD,10,50,0,953,0.457914,305.567611,1,0.304
MNIST,FantopeOGD,10,50,0,954,0.395614,305.963225,1,0.304
MNIST,FantopeOGD,10,50,0,955,0.286668,306.249893,1,0.305
MNIST,FantopeOGD,10,50,0,956,0.250117,306.500010,1,0.305
MNIST,FantopeOGD,10,50,0,957,0.232141,306.732150,1,0.305
MNIST,FantopeOGD,10,50,0,958,0.228232,306.960383,1,0.306
MNIST,FantopeOGD,10,50,0,959,0.202109,307.162492,1,0.306
MNIST,FantopeOGD,10,50,0,960,0.211628,307.374120,1,0.306
MNIST,FantopeOGD,10,50,0,961,0.389735,307.763856,1,0.307
MNIST,FantopeOGD,10,50,0,962,0.252116,308.015971,1,0.307
MNIST,FantopeOGD,10,50,0,963,0.281261,308.297232,1,0.307
MNIST,FantopeOGD,10,50,0,964,0.420918,308.718149,1,0.307
MNIST,FantopeOGD,10,50,0,965,0.200661,308.918810,1,0.308
MNIST,FantopeOGD,10,50,0,966,0.304488,309.223298,1,0.308
MNIST,FantopeOGD,10,50,0,967,0.101320,309.324618,1,0.308
MNIST,FantopeOGD,10,50,0,968,0.251930,309.576548,1,0.309
MNIST,FantopeOGD,10,50,0,969,0.279599,309.856147,1,0.309
MNIST,FantopeOGD,10,50,0,970,0.239943,310.096090,1,0.309
MNIST,FantopeOGD,10,50,0,971,0.276332,310.372422,1,0.310
MNIST,FantopeOGD,10,50,0,972,0.319487,310.691909,1,0.310
MNIST,FantopeOGD,10,50,0,973,0.330871,311.022781,1,0.310
MNIST,FantopeOGD,10,50,0,974,0.252933,311.275713,1,0.310
MNIST,FantopeOGD,10,50,0,975,0.387458,311.663172,1,0.311
MNIST,FantopeOGD,10,50,0,976,0.228864,311.892036,1,0.311
MNIST,FantopeOGD,10,50,0,977,0.270052,312.162089,1,0.311
MNIST,FantopeOGD,10,50,0,978,0.210195,312.372283,1,0.312
MNIST,FantopeOGD,10,50,0,979,0.299312,312.671595,1,0.312
MNIST,FantopeOGD,10,50,0,980,0.226437,312.898032,1,0.312
MNIST,FantopeOGD,10,50,0,981,0.387094,313.285126,1,0.313
MNIST,FantopeOGD,10,50,0,982,0.325675,313.610801,1,0.313
MNIST,FantopeOGD,10,50,0,983,0.304562,313.915362,1,0.313
MNIST,FantopeOGD,10,50,0,984,0.263548,314.178911,1,0.314
MNIST,FantopeOGD,10,50,0,985,0.215119,314.394029,1,0.314
MNIST,FantopeOGD,10,50,0,986,0.368113,314.762142,1,0.314
MNIST,FantopeOGD,10,50,0,987,0.288671,315.050814,1,0.314
MNIST,FantopeOGD,10,50,0,988,0.196308,315.247122,1,0.315
MNIST,FantopeOGD,10,50,0,989,0.128922,315.376044,1,0.315
MNIST,FantopeOGD,10,50,0,990,0.301339,315.677383,1,0.315
MNIST,FantopeOGD,10,50,0,991,0.302709,315.980091,1,0.316
MNIST,FantopeOGD,10,50,0,992,0.326545,316.306636,1,0.316
MNIST,FantopeOGD,10,50,0,993,0.271417,316.578053,1,0.316
MNIST,FantopeOGD,10,50,0,994,0.319391,316.897444,1,0.317
MNIST,FantopeOGD,10,50,0,995,0.283403,317.180847,1,0.317
MNIST,FantopeOGD,10,50,0,996,0.362133,317.542980,1,0.317
MNIST,FantopeOGD,10,50,0,997,0.285389,317.828369,1,0.318
MNIST,FantopeOGD,10,50,0,998,0.214992,318.043361,1,0.318
MNIST,FantopeOGD,10,50,0,999,0.186876,318.230237,1,0.318
MNIST,FantopeOGD,10,50,0,1000,0.238583,318.468820,1,0.319
MNIST,FantopeOGD,10,50,0,1001,0.215558,318.684379,1,0.319
MNIST,FantopeOGD,10,50,0,1002,0.232385,318.916764,1,0.320
MNIST,FantopeOGD,10,50,0,1003,0.206412,319.123176,1,0.320
MNIST,FantopeOGD,10,50,0,1004,0.079145,319.202321,1,0.321
MNIST,FantopeOGD,10,50,0,1005,0.315075,319.517396,1,0.321
MNIST,FantopeOGD,10,50,0,1006,0.215478,319.732874,1,0.321
MNIST,FantopeOGD,10,50,0,1007,0.139742,319.872616,1,0.322
MNIST,FantopeOGD,10,50,0,1008,0.378392,320.251008,1,0.322
MNIST,FantopeOGD,10,50,0,1009,0.156485,320.407494,1,0.322
MNIST,FantopeOGD,10,50,0,1010,0.217510,320.625004,1,0.323
MNIST,FantopeOGD,10,50,0,1011,0.283293,320.908297,1,0.323
MNIST,FantopeOGD,10,50,0,1012,0.387907,321.296204,1,0.323
MNIST,FantopeOGD,10,50,0,1013,0.224727,321.520931,1,0.324
MNIST,FantopeOGD,10,50,0,1014,0.177970,321.698901,1,0.324
MNIST,FantopeOGD,10,50,0,1015,0.315338,322.014239,1,0.324
MNIST,FantopeOGD,10,50,0,1016,0.295269,322.309508,1,0.324
MNIST,FantopeOGD,10,50,0,1017,0.312576,322.622084,1,0.325
MNIST,FantopeOGD,10,50,0,1018,0.258312,322.880396,1,0.325
MNIST,FantopeOGD,10,50,0,1019,0.342575,323.222971,1,0.325
MNIST,FantopeOGD,10,50,0,1020,0.273412,323.496382,1,0.326
MNIST,FantopeOGD,10,50,0,1021,0.331435,323.827817,1,0.326
MNIST,FantopeOGD,10,50,0,1022,0.313107,324.140924,1,0.326
MNIST,FantopeOGD,10,50,0,1023,0.403186,324.544111,1,0.327
MNIST,FantopeOGD,10,50,0,1024,0.250028,324.794139,1,0.327
MNIST,FantopeOGD,10,50,0,1025,0.304665,325.098804,1,0.327
MNIST,FantopeOGD,10,50,0,1026,0.396532,325.495336,1,0.328
MNIST,FantopeOGD,10,50,0,1027,0.259638,325.754973,1,0.328
MNIST,FantopeOGD,10,50,0,1028,0.239639,325.994612,1,0.328
MNIST,FantopeOGD,10,50,0,1029,0.478779,326.473391,1,0.328
MNIST,FantopeOGD,10,50,0,1030,0.284570,326.757961,1,0.329
MNIST,FantopeOGD,10,50,0,1031,0.298278,327.056239,1,0.329
MNIST,FantopeOGD,10,50,0,1032,0.272952,327.329191,1,0.329
MNIST,FantopeOGD,10,50,0,1033,0.279107,327.608298,1,0.330
MNIST,FantopeOGD,10,50,0,1034,0.254620,327.862918,1,0.330
MNIST,FantopeOGD,10,50,0,1035,0.352040,328.214958,1,0.330
MNIST,FantopeOGD,10,50,0,1036,0.217660,328.432618,1,0.331
MNIST,FantopeOGD,10,50,0,1037,0.244241,328.676859,1,0.331
MNIST,FantopeOGD,10,50,0,1038,0.117936,328.794795,1,0.332
MNIST,FantopeOGD,10,50,0,1039,0.228605,329.023400,1,0.332
MNIST,FantopeOGD,10,50,0,1040,0.307176,329.330576,1,0.332
MNIST,FantopeOGD,10,50,0,1041,0.344921,329.675497,1,0.333
MNIST,FantopeOGD,10,50,0,1042,0.285212,329.960709,1,0.333
MNIST,FantopeOGD,10,50,0,1043,0.175161,330.135870,1,0.333
MNIST,FantopeOGD,10,50,0,1044,0.238946,330.374816,1,0.334
MNIST,FantopeOGD,10,50,0,1045,0.278556,330.653372,1,0.334
MNIST,FantopeOGD,10,50,0,1046,0.271125,330.924497,1,0.334
MNIST,FantopeOGD,10,50,0,1047,0.256058,331.180555,1,0.335
MNIST,FantopeOGD,10,50,0,1048,0.225026,331.405581,1,0.335
MNIST,FantopeOGD,10,50,0,1049,0.247482,331.653063,1,0.335
MNIST,FantopeOGD,10,50,0,1050,0.267180,331.920243,1,0.336
MNIST,FantopeOGD,10,50,0,1051,0.357683,332.277925,1,0.336
MNIST,FantopeOGD,10,50,0,1052,0.189306,332.467232,1,0.336
MNIST,FantopeOGD,10,50,0,1053,0.357042,332.824274,1,0.337
MNIST,FantopeOGD,10,50,0,1054,0.292970,333.117244,1,0.337
MNIST,FantopeOGD,10,50,0,1055,0.311899,333.429143,1,0.337
MNIST,FantopeOGD,10,50,0,1056,0.176082,333.605225,1,0.338
MNIST,FantopeOGD,10,50,0,1057,0.463828,334.069054,1,0.338
MNIST,FantopeOGD,10,50,0,1058,0.396704,334.465758,1,0.338
MNIST,FantopeOGD,10,50,0,1059,0.142143,334.607901,1,0.339
MNIST,FantopeOGD,10,50,0,1060,0.399640,335.007541,1,0.339
MNIST,FantopeOGD,10,50,0,1061,0.253748,335.261289,1,0.339
MNIST,FantopeOGD,10,50,0,1062,0.273233,335.534522,1,0.340
MNIST,FantopeOGD,10,50,0,1063,0.252398,335.786920,1,0.340
MNIST,FantopeOGD,10,50,0,1064,0.259245,336.046165,1,0.340
MNIST,FantopeOGD,10,50,0,1065,0.166545,336.212709,1,0.340
MNIST,FantopeOGD,10,50,0,1066,0.190269,336.402978,1,0.341
MNIST,FantopeOGD,10,50,0,1067,0.356979,336.759958,1,0.341
MNIST,FantopeOGD,10,50,0,1068,0.179645,336.939602,1,0.341
MNIST,FantopeOGD,10,50,0,1069,0.320188,337.259790,1,0.342
MNIST,FantopeOGD,10,50,0,1070,0.269330,337.529120,1,0.342
MNIST,FantopeOGD,10,50,0,1071,0.196039,337.725158,1,0.342
MNIST,FantopeOGD,10,50,0,1072,0.317087,338.042246,1,0.343
MNIST,FantopeOGD,10,50,0,1073,0.332971,338.375217,1,0.343
MNIST,FantopeOGD,10,50,0,1074,0.291624,338.666841,1,0.343
MNIST,FantopeOGD,10,50,0,1075,0.240623,338.907464,1,0.344
MNIST,FantopeOGD,10,50,0,1076,0.422395,339.329859,1,0.344
MNIST,FantopeOGD,10,50,0,1077,0.324349,339.654208,1,0.344
MNIST,FantopeOGD,10,50,0,1078,0.156411,339.810619,1,0.345
MNIST,FantopeOGD,10,50,0,1079,0.317749,340.128368,1,0.345
MNIST,FantopeOGD,10,50,0,1080,0.293821,340.422189,1,0.345
MNIST,FantopeOGD,10,50,0,1081,0.318148,340.740337,1,0.346
MNIST,FantopeOGD,10,50,0,1082,0.132644,340.872981,1,0.346
MNIST,FantopeOGD,10,50,0,1083,0.214546,341.087528,1,0.346
MNIST,FantopeOGD,10,50,0,1084,0.206827,341.294354,1,0.347
MNIST,FantopeOGD,10,50,0,1085,0.271331,341.565686,1,0.347
MNIST,FantopeOGD,10,50,0,1086,0.428496,341.994182,1,0.347
MNIST,FantopeOGD,10,50,0,1087,0.326156,342.320337,1,0.348
MNIST,FantopeOGD,10,50,0,1088,0.199833,342.520170,1,0.348
MNIST,FantopeOGD,10,50,0,1089,0.201298,342.721468,1,0.348
MNIST,FantopeOGD,10,50,0,1090,0.322916,343.044384,1,0.349
MNIST,FantopeOGD,10,50,0,1091,0.194566,343.238949,1,0.349
MNIST,FantopeOGD,10,50,0,1092,0.163279,343.402228,1,0.349
MNIST,FantopeOGD,10,50,0,1093,0.304084,343.706312,1,0.350
MNIST,FantopeOGD,10,50,0,1094,0.317721,344.024034,1,0.350
MNIST,FantopeOGD,10,50,0,1095,0.246505,344.270538,1,0.350
MNIST,FantopeOGD,10,50,0,1096,0.239912,344.510450,1,0.351
MNIST,FantopeOGD,10,50,0,1097,0.162025,344.672475,1,0.351
MNIST,FantopeOGD,10,50,0,1098,0.196306,344.868781,1,0.351
MNIST,FantopeOGD,10,50,0,1099,0.218419,345.087199,1,0.351
MNIST,FantopeOGD,10,50,0,1100,0.290087,345.377287,1,0.352
MNIST,FantopeOGD,10,50,0,1101,0.241802,345.619089,1,0.352
MNIST,FantopeOGD,10,50,0,1102,0.255461,345.874550,1,0.353
MNIST,FantopeOGD,10,50,0,1103,0.268310,346.142860,1,0.353
MNIST,FantopeOGD,10,50,0,1104,0.483408,346.626268,1,0.353
MNIST,FantopeOGD,10,50,0,1105,0.263451,346.889719,1,0.354
MNIST,FantopeOGD,10,50,0,1106,0.270787,347.160507,1,0.354
MNIST,FantopeOGD,10,50,0,1107,0.197602,347.358109,1,0.354
MNIST,FantopeOGD,10,50,0,1108,0.147780,347.505889,1,0.355
MNIST,FantopeOGD,10,50,0,1109,0.329960,347.835849,1,0.355
MNIST,FantopeOGD,10,50,0,1110,0.344512,348.180362,1,0.355
MNIST,FantopeOGD,10,50,0,1111,0.245209,348.425571,1,0.355
MNIST,FantopeOGD,10,50,0,1112,0.260080,348.685651,1,0.356
MNIST,FantopeOGD,10,50,0,1113,0.230311,348.915962,1,0.356
MNIST,FantopeOGD,10,50,0,1114,0.298144,349.214106,1,0.356
MNIST,FantopeOGD,10,50,0,1115,0.271543,349.485650,1,0.357
MNIST,FantopeOGD,10,50,0,1116,0.380163,349.865813,1,0.357
MNIST,FantopeOGD,10,50,0,1117,0.223330,350.089143,1,0.357
MNIST,FantopeOGD,10,50,0,1118,0.264327,350.353470,1,0.358
MNIST,FantopeOGD,10,50,0,1119,0.287684,350.641154,1,0.358
MNIST,FantopeOGD,10,50,0,1120,0.234409,350.875563,1,0.358
MNIST,FantopeOGD,10,50,0,1121,0.293538,351.169100,1,0.359
MNIST,FantopeOGD,10,50,0,1122,0.146115,351.315215,1,0.359
MNIST,FantopeOGD,10,50,0,1123,0.243068,351.558283,1,0.359
MNIST,FantopeOGD,10,50,0,1124,0.248736,351.807018,1,0.359
MNIST,FantopeOGD,10,50,0,1125,0.354597,352.161615,1,0.360
MNIST,FantopeOGD,10,50,0,1126,0.247576,352.409191,1,0.360
MNIST,FantopeOGD,10,50,0,1127,0.228714,352.637905,1,0.360
MNIST,FantopeOGD,10,50,0,1128,0.170672,352.808577,1,0.361
MNIST,FantopeOGD,10,50,0,1129,0.277729,353.086306,1,0.361
MNIST,FantopeOGD,10,50,0,1130,0.141090,353.227396,1,0.361
MNIST,FantopeOGD,10,50,0,1131,0.222139,353.449535,1,0.362
MNIST,FantopeOGD,10,50,0,1132,0.395228,353.844763,1,0.362
MNIST,FantopeOGD,10,50,0,1133,0.147453,353.992216,1,0.362
MNIST,FantopeOGD,10,50,0,1134,0.363340,354.355555,1,0.363
MNIST,FantopeOGD,10,50,0,1135,0.297738,354.653294,1,0.363
MNIST,FantopeOGD,10,50,0,1136,0.386084,355.039378,1,0.363
MNIST,FantopeOGD,10,50,0,1137,0.263841,355.303218,1,0.364
MNIST,FantopeOGD,10,50,0,1138,0.263041,355.566259,1,0.364
MNIST,FantopeOGD,10,50,0,1139,0.225536,355.791795,1,0.364
MNIST,FantopeOGD,10,50,0,1140,0.299848,356.091643,1,0.364
MNIST,FantopeOGD,10,50,0,1141,0.273915,356.365559,1,0.365
MNIST,FantopeOGD,10,50,0,1142,0.316829,356.682388,1,0.365
MNIST,FantopeOGD,10,50,0,1143,0.308817,356.991205,1,0.365
MNIST,FantopeOGD,10,50,0,1144,0.245145,357.236350,1,0.366
MNIST,FantopeOGD,10,50,0,1145,0.123779,357.360129,1,0.366
MNIST,FantopeOGD,10,50,0,1146,0.214645,357.574774,1,0.366
MNIST,FantopeOGD,10,50,0,1147,0.340440,357.915214,1,0.367
MNIST,FantopeOGD,10,50,0,1148,0.176365,358.091579,1,0.367
MNIST,FantopeOGD,10,50,0,1149,0.189273,358.280852,1,0.367
MNIST,FantopeOGD,10,50,0,1150,0.220234,358.501086,1,0.368
MNIST,FantopeOGD,10,50,0,1151,0.263760,358.764846,1,0.368
MNIST,FantopeOGD,10,50,0,1152,0.289898,359.054744,1,0.368
MNIST,FantopeOGD,10,50,0,1153,0.284666,359.339410,1,0.369
MNIST,FantopeOGD,10,50,0,1154,0.173911,359.513321,1,0.369
MNIST,FantopeOGD,10,50,0,1155,0.215884,359.729205,1,0.369
MNIST,FantopeOGD,10,50,0,1156,0.187913,359.917118,1,0.370
MNIST,FantopeOGD,10,50,0,1157,0.122585,360.039703,1,0.370
MNIST,FantopeOGD,10,50,0,1158,0.525218,360.564921,1,0.370
MNIST,FantopeOGD,10,50,0,1159,0.214453,360.779374,1,0.371
MNIST,FantopeOGD,10,50,0,1160,0.314328,361.093701,1,0.371
MNIST,FantopeOGD,10,50,0,1161,0.341586,361.435287,1,0.371
MNIST,FantopeOGD,10,50,0,1162,0.329708,361.764995,1,0.371
MNIST,FantopeOGD,10,50,0,1163,0.189049,361.954043,1,0.372
MNIST,FantopeOGD,10,50,0,1164,0.155162,362.109206,1,0.372
MNIST,FantopeOGD,10,50,0,1165,0.130385,362.239591,1,0.372
MNIST,FantopeOGD,10,50,0,1166,0.308922,362.548512,1,0.373
MNIST,FantopeOGD,10,50,0,1167,0.195748,362.744260,1,0.373
MNIST,FantopeOGD,10,50,0,1168,0.135365,362.879625,1,0.373
MNIST,FantopeOGD,10,50,0,1169,0.277874,363.157499,1,0.374
MNIST,FantopeOGD,10,50,0,1170,0.347327,363.504827,1,0.374
MNIST,FantopeOGD,10,50,0,1171,0.219131,363.723958,1,0.374
MNIST,FantopeOGD,10,50,0,1172,0.241060,363.965018,1,0.375
MNIST,FantopeOGD,10,50,0,1173,0.213066,364.178083,1,0.375
MNIST,FantopeOGD,10,50,0,1174,0.235379,364.413463,1,0.375
MNIST,FantopeOGD,10,50,0,1175,0.276022,364.689485,1,0.376
MNIST,FantopeOGD,10,50,0,1176,0.339116,365.028601,1,0.376
MNIST,FantopeOGD,10,50,0,1177,0.131971,365.160572,1,0.376
MNIST,FantopeOGD,10,50,0,1178,0.365163,365.525735,1,0.377
MNIST,FantopeOGD,10,50,0,1179,0.285944,365.811679,1,0.377
MNIST,FantopeOGD,10,50,0,1180,0.315406,366.127085,1,0.377
MNIST,FantopeOGD,10,50,0,1181,0.317295,366.444380,1,0.377
MNIST,FantopeOGD,10,50,0,1182,0.226684,366.671064,1,0.378
MNIST,FantopeOGD,10,50,0,1183,0.291406,366.962470,1,0.378
MNIST,FantopeOGD,10,50,0,1184,0.094650,367.057120,1,0.378
MNIST,FantopeOGD,10,50,0,1185,0.268441,367.325561,1,0.379
MNIST,FantopeOGD,10,50,0,1186,0.238873,367.564434,1,0.379
MNIST,FantopeOGD,10,50,0,1187,0.295294,367.859728,1,0.379
MNIST,FantopeOGD,10,50,0,1188,0.220318,368.080046,1,0.380
MNIST,FantopeOGD,10,50,0,1189,0.228318,368.308364,1,0.380
MNIST,FantopeOGD,10,50,0,1190,0.267107,368.575471,1,0.380
MNIST,FantopeOGD,10,50,0,1191,0.320897,368.896368,1,0.381
MNIST,FantopeOGD,10,50,0,1192,0.465232,369.361600,1,0.381
MNIST,FantopeOGD,10,50,0,1193,0.306804,369.668404,1,0.381
MNIST,FantopeOGD,10,50,0,1194,0.184493,369.852897,1,0.382
MNIST,FantopeOGD,10,50,0,1195,0.238344,370.091241,1,0.382
MNIST,FantopeOGD,10,50,0,1196,0.271906,370.363147,1,0.382
MNIST,FantopeOGD,10,50,0,1197,0.284079,370.647226,1,0.382
MNIST,FantopeOGD,10,50,0,1198,0.321298,370.968524,1,0.383
MNIST,FantopeOGD,10,50,0,1199,0.233899,371.202423,1,0.383
MNIST,FantopeOGD,10,50,0,1200,0.135238,371.337661,1,0.384
MNIST,FantopeOGD,10,50,0,1201,0.348880,371.686541,1,0.384
MNIST,FantopeOGD,10,50,0,1202,0.384256,372.070796,1,0.384
MNIST,FantopeOGD,10,50,0,1203,0.204951,372.275748,1,0.384
MNIST,FantopeOGD,10,50,0,1204,0.296105,372.571853,1,0.385
MNIST,FantopeOGD,10,50,0,1205,0.287331,372.859184,1,0.385
MNIST,FantopeOGD,10,50,0,1206,0.543809,373.402993,1,0.385
MNIST,FantopeOGD,10,50,0,1207,0.246019,373.649012,1,0.386
MNIST,FantopeOGD,10,50,0,1208,0.303230,373.952242,1,0.386
MNIST,FantopeOGD,10,50,0,1209,0.155995,374.108237,1,0.386
MNIST,FantopeOGD,10,50,0,1210,0.305702,374.413939,1,0.387
MNIST,FantopeOGD,10,50,0,1211,0.306871,374.720810,1,0.387
