dataset,algorithm,k,d,step,instantaneous_loss,cumulative_loss,n_leaves,elapsed_s
CreditCard,OfflineOptimum,20,28,0,0.004099,0.004099,1,0.000
CreditCard,OfflineOptimum,20,28,1,0.003316,0.007415,1,0.000
CreditCard,OfflineOptimum,20,28,2,0.019086,0.026501,1,0.000
CreditCard,OfflineOptimum,20,28,3,0.033704,0.060205,1,0.000
CreditCard,OfflineOptimum,20,28,4,0.019785,0.079990,1,0.000
CreditCard,OfflineOptimum,20,28,5,0.004817,0.084807,1,0.000
CreditCard,OfflineOptimum,20,28,6,0.007735,0.092543,1,0.000
CreditCard,OfflineOptimum,20,28,7,0.042873,0.135416,1,0.000
CreditCard,OfflineOptimum,20,28,8,0.005277,0.140693,1,0.000
CreditCard,OfflineOptimum,20,28,9,0.003978,0.144670,1,0.000
CreditCard,OfflineOptimum,20,28,10,0.003424,0.148094,1,0.000
CreditCard,OfflineOptimum,20,28,11,0.021210,0.169304,1,0.000
CreditCard,OfflineOptimum,20,28,12,0.005058,0.174362,1,0.000
CreditCard,OfflineOptimum,20,28,13,0.003552,0.177914,1,0.000
CreditCard,OfflineOptimum,20,28,14,0.139564,0.317477,1,0.000
CreditCard,OfflineOptimum,20,28,15,0.006222,0.323699,1,0.000
CreditCard,OfflineOptimum,20,28,16,0.013889,0.337588,1,0.000
CreditCard,OfflineOptimum,20,28,17,0.008882,0.346470,1,0.000
CreditCard,OfflineOptimum,20,28,18,0.138969,0.485439,1,0.000
CreditCard,OfflineOptimum,20,28,19,0.004739,0.490178,1,0.000
CreditCard,OfflineOptimum,20,28,20,0.010563,0.500741,1,0.000
CreditCard,OfflineOptimum,20,28,21,0.013795,0.514536,1,0.000
CreditCard,OfflineOptimum,20,28,22,0.026537,0.541073,1,0.000
CreditCard,OfflineOptimum,20,28,23,0.012305,0.553378,1,0.000
CreditCard,OfflineOptimum,20,28,24,0.054447,0.607825,1,0.000
CreditCard,OfflineOptimum,20,28,25,0.113227,0.721051,1,0.000
CreditCard,OfflineOptimum,20,28,26,0.010768,0.731820,1,0.000
CreditCard,OfflineOptimum,20,28,27,0.014347,0.746166,1,0.000
CreditCard,OfflineOptimum,20,28,28,0.004065,0.750231,1,0.000
CreditCard,OfflineOptimum,20,28,29,0.012321,0.762552,1,0.000
CreditCard,OfflineOptimum,20,28,30,0.004957,0.767509,1,0.000
CreditCard,OfflineOptimum,20,28,31,0.003485,0.770994,1,0.000
CreditCard,OfflineOptimum,20,28,32,0.002148,0.773142,1,0.000
CreditCard,OfflineOptimum,20,28,33,0.002148,0.775290,1,0.000
CreditCard,OfflineOptimum,20,28,34,0.002156,0.777447,1,0.000
CreditCard,OfflineOptimum,20,28,35,0.002156,0.779603,1,0.000
CreditCard,OfflineOptimum,20,28,36,0.005207,0.784810,1,0.000
CreditCard,OfflineOptimum,20,28,37,0.018985,0.803795,1,0.000
CreditCard,OfflineOptimum,20,28,38,0.000394,0.804188,1,0.000
CreditCard,OfflineOptimum,20,28,39,0.003234,0.807422,1,0.000
